ID,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
225359,71,71,50,74,65,74,85,80,79,78,60,60,63,70,71,78,45,60,70,75,55,39,71,77,76,79,38,45,40,13,14,14,12,13
234575,29,30,76,65,32,50,35,20,53,64,61,60,56,70,59,59,70,68,73,38,75,75,30,34,38,67,74,76,72,7,5,10,8,10
178255,63,60,81,72,42,68,59,39,73,70,44,38,37,61,40,81,50,79,92,67,74,73,65,70,50,71,72,74,70,12,12,11,7,16
191055,70,40,71,71,45,68,68,35,67,70,76,73,63,72,55,74,74,73,72,60,82,71,68,60,40,69,71,71,71,15,7,5,9,8
207440,63,67,43,71,69,77,73,63,67,73,89,87,91,67,91,69,68,76,53,67,27,50,64,67,69,75,36,28,23,9,11,10,12,10
207952,34,42,78,58,24,64,27,21,55,64,69,80,56,71,35,61,82,79,82,59,75,69,52,43,32,68,74,71,70,7,11,9,6,14
214096,50,77,75,60,69,65,54,39,45,66,58,72,51,68,45,79,70,81,86,72,61,28,77,55,59,67,29,29,22,7,8,12,7,14
219728,73,70,69,73,71,72,72,43,68,73,76,73,65,64,51,75,70,72,81,66,74,42,78,70,68,68,35,45,34,13,16,11,6,14
158800,68,60,80,72,60,65,52,48,71,69,34,34,58,70,61,74,84,68,74,58,80,75,60,66,75,76,73,68,70,6,9,14,15,10
235088,65,42,55,63,29,68,55,45,50,61,78,83,80,65,75,51,83,87,69,45,64,74,52,63,44,65,65,73,70,9,10,6,7,13
236624,64,69,60,74,57,81,65,60,66,81,71,84,75,69,69,69,55,65,68,61,60,53,67,71,53,62,47,59,61,7,12,13,8,13
242000,45,30,70,60,30,43,32,37,51,54,69,83,52,68,36,45,66,63,86,26,80,75,30,37,42,55,72,76,73,12,11,11,10,7
232270,64,57,69,72,55,63,60,34,63,67,75,79,72,65,62,69,74,68,78,60,79,70,59,61,48,67,72,74,74,11,8,8,7,11
223313,59,68,64,72,53,75,62,59,64,76,65,54,69,74,59,74,77,87,76,72,71,69,69,73,61,73,71,73,69,16,11,11,10,14
226129,41,44,72,70,39,64,52,29,64,72,50,48,49,67,52,59,55,81,81,38,69,76,53,64,40,75,77,75,74,9,10,12,8,7
163665,62,25,72,69,26,61,39,23,67,67,36,41,55,66,61,47,75,65,83,26,77,74,51,53,24,66,76,72,72,11,10,9,11,7
234577,13,6,11,28,8,18,10,10,24,25,29,36,34,71,35,49,53,23,62,9,23,18,18,44,14,44,19,13,11,73,71,65,73,75
247377,64,65,43,74,53,76,40,39,77,76,85,83,90,74,72,65,53,71,45,68,30,64,75,74,47,75,67,54,52,13,11,14,11,14
204370,59,74,78,74,67,70,69,56,70,75,62,68,68,74,70,78,88,80,67,75,54,61,76,72,64,74,50,62,48,15,15,8,15,7
179546,72,64,41,73,74,78,82,74,66,78,73,66,84,65,90,64,67,64,37,68,35,25,70,78,58,74,39,23,22,13,9,14,16,11
245850,65,61,70,72,65,75,61,56,71,75,61,63,68,74,75,64,76,80,83,63,78,72,71,75,61,83,69,75,69,8,11,13,10,14
194138,61,74,65,64,68,69,57,44,54,70,79,85,77,73,74,78,72,71,73,62,70,33,75,67,74,72,27,23,20,11,16,11,9,14
202331,58,49,77,75,53,75,59,51,71,81,69,63,71,62,67,69,85,86,72,57,79,66,57,69,57,75,71,71,69,14,7,15,7,10
236537,72,53,61,73,37,70,71,38,67,70,82,79,81,69,76,58,72,77,58,48,64,68,70,58,46,62,66,70,69,9,5,10,5,7
162297,11,10,10,26,10,10,13,10,29,21,49,39,38,70,27,47,65,30,45,11,12,13,10,30,22,69,8,12,12,72,72,63,76,70
182520,14,12,19,34,20,18,13,12,36,31,52,44,44,64,38,45,76,34,61,15,21,17,9,47,36,47,15,12,12,76,73,60,73,75
208120,43,76,74,67,67,68,54,48,51,70,65,70,62,73,49,71,78,78,89,65,56,22,76,65,56,72,24,23,20,13,16,11,16,9
190199,62,69,54,79,64,67,78,77,72,73,63,65,70,71,73,77,57,83,70,74,62,69,68,75,69,74,67,69,65,7,15,6,13,15
183287,63,53,61,73,58,65,60,62,70,70,42,32,74,64,75,63,84,83,69,66,79,71,59,69,57,70,73,73,69,6,15,11,13,10
244727,35,77,75,66,70,68,50,35,45,73,59,69,63,68,38,73,80,80,91,66,55,16,74,66,71,76,26,15,14,14,13,12,12,14
218359,61,52,67,73,53,68,68,46,73,72,71,70,69,67,74,74,71,90,78,62,79,68,65,62,54,70,67,72,72,10,13,16,7,15
176630,33,12,9,55,14,29,49,36,60,35,59,54,57,72,57,57,74,34,57,18,37,12,9,60,49,61,18,21,24,72,68,76,72,73
213750,74,63,37,73,61,76,67,72,64,74,76,79,72,70,77,77,49,72,70,68,64,64,70,72,44,62,60,66,59,7,11,10,16,7
212214,67,67,63,71,37,73,75,73,67,71,82,89,87,69,74,65,86,75,74,63,69,65,69,71,57,73,53,55,61,7,15,13,11,7
234741,74,63,58,74,66,68,73,73,77,73,71,67,77,73,86,74,72,82,64,74,87,72,65,75,58,72,67,67,66,12,7,7,9,10
232437,68,40,68,67,24,64,45,40,58,68,71,69,70,70,72,72,79,78,68,66,78,73,58,50,38,65,72,73,73,13,13,8,6,8
217845,70,69,49,74,59,74,67,69,69,74,75,72,73,70,73,72,80,81,67,67,77,65,71,76,54,75,67,64,59,9,15,14,9,9
183540,73,56,42,75,72,71,76,71,79,76,68,53,91,72,92,73,64,83,32,70,79,60,62,77,71,71,60,56,55,6,9,10,8,12
248820,71,49,41,75,39,75,63,40,64,75,81,70,84,72,86,51,64,68,53,32,75,75,62,59,38,63,69,69,73,6,13,7,7,5
150516,72,74,66,77,84,75,78,75,73,75,54,63,63,69,66,90,72,65,79,75,71,36,75,74,83,74,30,35,30,10,9,16,9,9
193011,41,32,74,67,33,52,44,32,64,63,51,47,55,72,62,48,81,60,77,26,76,75,29,45,42,68,74,73,73,14,12,7,14,12
201971,69,71,69,76,67,71,75,60,73,75,76,74,72,67,73,70,65,70,66,69,60,44,75,73,71,66,31,36,35,11,13,13,12,13
225018,62,68,75,65,73,70,58,55,53,75,75,72,75,76,68,75,81,65,68,72,81,51,78,67,74,76,45,54,38,8,6,11,15,6
193786,18,10,11,31,17,13,14,19,31,12,51,46,48,72,33,49,75,29,54,18,21,10,11,34,21,68,18,11,10,75,71,65,70,76
208892,70,59,66,70,43,71,55,33,65,70,72,70,72,74,70,66,77,69,66,60,68,70,65,68,50,70,72,71,72,10,9,15,16,13
193886,72,71,58,75,76,75,75,76,70,78,65,53,70,69,73,85,73,59,74,80,65,49,72,71,65,74,36,59,49,12,11,10,14,6
246875,58,26,74,66,28,65,23,23,66,68,66,83,63,65,56,52,74,76,80,24,74,71,35,55,32,62,72,74,72,5,8,6,10,6
215132,18,20,12,34,16,23,24,19,30,25,58,48,53,71,53,51,70,38,67,17,34,27,14,32,22,44,26,13,21,73,69,68,72,74
239452,52,41,59,71,36,69,52,39,72,70,68,61,71,68,77,55,62,79,67,54,78,74,57,68,64,67,72,71,69,8,9,8,14,6
230493,71,65,72,79,62,75,45,48,45,71,78,81,71,71,82,63,54,57,62,64,49,22,77,68,72,72,35,12,11,8,9,15,16,8
185181,24,14,10,31,19,13,25,15,35,14,35,43,40,73,47,52,65,34,70,11,35,19,13,45,25,57,19,15,11,74,73,69,71,70
214622,75,39,49,70,41,68,39,32,63,71,85,86,73,67,70,49,80,72,65,38,62,68,56,48,39,58,63,72,71,10,13,10,11,12
245598,43,46,64,75,42,58,46,48,66,66,66,66,43,62,60,56,59,81,78,52,80,75,43,59,52,53,67,79,75,10,9,10,14,6
192350,69,60,50,72,51,74,72,61,63,75,84,83,85,65,88,74,76,78,48,60,62,57,73,68,67,70,58,59,57,16,15,7,9,7
214111,78,40,62,73,31,65,42,37,71,70,77,74,69,66,66,73,75,75,71,74,64,70,68,69,42,67,68,69,67,12,11,10,14,8
212476,70,57,61,79,57,70,70,74,78,77,55,54,67,71,69,78,65,59,59,78,45,60,63,76,79,64,65,63,58,13,14,13,12,10
164959,52,56,79,75,47,64,55,58,72,71,61,63,54,73,69,80,81,75,82,60,81,70,65,64,73,70,72,67,68,7,9,15,6,16
209504,59,74,68,70,71,76,75,53,53,74,77,69,74,69,67,75,70,71,69,73,45,17,74,70,64,66,22,28,17,7,7,11,9,14
239712,70,69,59,72,70,79,62,60,64,77,84,70,86,69,80,53,43,69,32,68,33,39,68,67,65,73,45,29,24,6,8,14,13,13
233982,71,48,59,67,64,66,58,60,51,69,74,71,79,71,77,75,73,76,56,68,64,73,63,59,55,69,71,73,72,14,11,11,11,11
201215,75,62,49,73,69,74,79,73,70,74,75,74,75,73,79,72,77,68,44,70,68,68,72,72,67,76,69,68,65,15,13,12,9,9
206591,73,63,66,75,59,79,69,52,67,79,76,61,83,73,80,58,70,73,63,61,69,71,72,75,58,77,67,68,71,13,15,10,13,9
229631,67,75,32,70,49,82,71,73,64,78,80,80,83,70,67,77,58,60,58,75,37,23,63,61,45,62,45,33,31,11,7,9,11,6
238332,64,74,73,67,55,67,48,40,57,68,80,82,72,69,85,78,87,84,88,68,83,42,70,63,74,65,44,48,47,7,9,14,15,12
220414,72,45,65,69,53,69,74,69,60,71,71,73,66,71,69,76,73,76,75,68,70,73,64,70,43,65,70,72,70,10,9,15,11,10
246352,49,29,73,76,35,56,48,33,71,70,63,59,57,72,67,49,76,71,69,35,70,74,30,65,62,61,76,75,74,13,11,13,13,13
208052,63,52,59,65,41,71,62,42,55,71,79,81,77,68,67,57,82,80,69,51,80,67,65,64,49,68,67,72,73,9,8,7,9,9
206518,69,76,63,66,62,75,57,55,52,74,77,80,79,74,68,74,47,65,66,69,46,25,74,73,61,68,42,21,21,14,7,10,14,15
224949,70,70,32,69,60,83,60,49,58,78,87,80,85,64,77,72,40,66,54,42,34,42,68,54,55,56,50,44,27,8,15,11,7,11
159413,65,72,65,68,66,78,67,62,61,72,86,85,83,69,81,75,57,80,62,65,53,45,73,68,70,72,34,42,46,16,6,6,10,7
194996,52,72,79,69,74,62,68,46,54,75,38,51,61,74,33,84,58,65,90,71,61,23,76,65,72,70,44,32,24,6,9,10,9,13
257204,49,39,75,69,34,57,52,53,62,64,58,67,51,70,58,68,91,67,78,47,73,73,39,56,45,73,72,73,67,13,7,12,10,8
229556,68,68,53,70,45,81,59,49,64,78,81,81,80,68,66,63,55,75,61,65,55,47,64,67,54,68,45,47,50,8,14,9,13,14
225204,58,68,60,74,58,67,66,64,72,73,69,68,67,75,74,76,59,88,79,65,73,72,66,73,53,71,66,69,64,8,15,12,11,11
251570,70,64,28,69,57,84,77,72,59,79,75,70,84,67,83,76,34,55,66,66,57,22,69,68,61,75,19,23,15,7,14,6,8,8
233138,71,75,70,69,72,72,57,56,58,73,73,75,85,69,67,71,64,67,69,73,45,31,79,70,73,71,24,24,26,8,9,14,12,14
230578,28,36,80,70,31,56,34,26,57,61,59,58,57,67,46,49,78,69,77,29,76,73,47,57,49,69,72,75,70,15,11,10,14,11
199602,67,73,75,72,76,72,68,77,53,73,54,57,62,73,59,82,68,50,81,72,74,32,73,66,80,75,40,30,26,12,13,14,6,11
239025,56,75,75,58,55,74,58,51,44,70,85,80,73,67,54,79,73,65,70,70,36,13,74,54,71,67,13,14,16,10,7,8,6,15
207537,77,54,62,71,57,75,63,46,66,70,88,83,73,71,78,75,83,72,84,65,74,68,67,62,53,76,64,72,70,8,7,14,15,9
225200,71,73,59,69,49,75,42,41,68,74,79,73,77,65,62,63,68,69,61,58,47,33,73,72,58,67,35,25,31,6,12,12,15,8
201136,71,23,63,64,35,68,71,39,66,70,74,75,73,70,68,60,91,78,71,26,72,69,59,56,41,65,69,72,71,15,10,9,11,11
227503,67,72,58,72,62,72,73,70,67,74,83,87,75,72,68,76,75,58,71,62,68,59,73,66,44,66,56,54,44,14,6,11,11,11
189358,65,68,48,78,69,73,74,68,73,77,64,56,78,72,76,54,60,56,35,58,29,57,75,73,69,79,52,53,47,11,9,8,9,13
252590,52,78,74,73,68,67,54,37,53,70,68,67,68,74,61,74,73,70,74,70,52,31,76,55,65,57,30,31,28,11,10,8,8,14
215725,71,46,70,73,55,69,70,69,70,73,71,71,67,73,62,66,63,74,59,54,68,70,59,56,48,67,68,72,71,14,9,7,7,14
162220,15,12,29,33,13,17,19,11,41,21,48,38,52,68,43,56,65,26,72,11,35,11,17,53,28,65,13,14,13,70,75,74,73,72
206006,72,68,64,72,61,69,63,64,64,71,79,77,78,73,73,79,85,92,63,73,83,65,65,67,69,60,64,68,65,16,12,9,9,14
208054,73,73,69,67,66,73,57,68,75,69,79,79,78,80,68,80,68,75,71,70,66,47,73,73,74,80,36,42,20,11,6,14,12,6
224428,60,70,65,63,64,75,51,75,69,72,90,91,84,62,70,87,81,76,81,74,36,35,73,69,61,73,21,30,25,14,8,15,12,10
208822,72,74,54,70,70,72,71,66,71,72,93,83,93,68,85,72,89,72,57,70,71,30,77,70,74,74,50,13,16,7,9,11,7,6
252238,64,64,57,70,59,79,75,49,61,77,82,77,90,73,84,70,64,65,43,71,67,49,71,69,49,81,45,57,55,8,7,12,10,7
192445,31,74,75,64,74,67,49,58,37,70,54,73,54,73,53,82,64,52,87,66,77,29,75,57,76,71,30,45,19,13,6,15,7,15
230333,72,40,59,68,49,61,64,40,53,57,79,77,69,67,74,55,75,88,54,48,41,67,40,40,38,63,78,68,73,10,15,9,9,12
221885,59,56,66,77,51,68,52,43,74,77,68,64,69,73,65,65,72,83,75,63,64,69,59,73,48,73,69,67,66,14,11,6,15,8
255420,32,75,76,63,69,59,63,62,35,66,69,79,61,69,33,80,66,84,92,73,72,17,71,56,69,70,22,27,21,8,9,15,11,9
166074,69,77,57,69,69,74,67,75,68,69,73,89,69,65,60,89,75,77,91,77,75,33,72,71,65,71,62,28,20,15,7,8,7,11
201145,56,78,73,62,68,72,57,59,55,73,61,50,69,70,63,77,80,61,79,69,67,52,78,62,69,71,41,40,39,13,16,8,8,13
237496,72,64,54,77,64,75,70,64,71,75,72,68,71,76,72,69,53,89,63,64,58,62,72,77,55,74,67,58,42,14,5,6,14,13
231864,69,66,34,64,62,74,74,54,53,72,94,92,93,69,82,65,39,80,40,68,44,23,67,69,42,65,35,21,23,7,14,13,11,11
166072,30,24,71,60,22,46,34,30,66,60,34,42,45,70,60,68,74,54,67,48,76,81,25,42,48,75,80,78,74,11,8,11,5,6
214968,72,58,49,80,48,67,83,74,78,77,63,66,70,75,64,80,52,82,62,70,58,65,54,76,59,69,53,58,57,12,10,14,6,9
234935,75,31,57,68,48,65,55,38,57,69,70,71,65,72,67,51,58,87,73,35,73,75,54,50,41,63,68,71,67,8,14,11,15,9
231095,71,44,64,69,60,72,50,45,64,67,72,70,71,67,66,64,71,89,72,50,73,73,69,56,77,66,72,72,68,14,14,7,7,10
216247,69,56,71,72,54,66,70,37,74,71,67,68,64,75,64,67,75,73,79,59,74,71,63,69,56,65,71,73,70,13,15,8,13,14
252086,71,48,63,69,41,71,65,45,58,70,83,85,74,68,75,55,63,81,72,49,63,70,66,59,53,70,66,68,68,16,19,18,18,13
223926,69,68,63,76,68,77,73,68,73,79,78,73,74,73,78,72,82,88,64,74,68,71,65,64,67,71,67,68,61,8,7,9,7,8
220854,69,67,52,76,65,72,70,67,73,76,72,70,72,67,73,76,46,75,63,72,58,65,67,76,67,75,63,66,60,7,14,10,8,16
212150,75,63,37,76,60,75,76,72,74,76,75,53,88,70,88,60,60,73,51,60,76,67,70,75,60,76,69,65,62,8,12,13,11,14
210358,17,20,30,36,19,12,17,19,42,23,31,33,22,66,32,56,58,34,42,11,12,11,11,38,22,53,20,21,20,72,72,75,73,73
225964,67,67,46,73,65,82,75,70,68,76,73,72,88,71,90,68,66,65,44,67,65,35,70,70,67,79,39,47,35,8,12,12,8,9
233606,73,67,55,73,44,75,57,56,68,73,81,78,76,62,73,64,56,69,59,75,64,48,66,67,60,55,34,51,58,15,6,13,11,12
199852,64,73,74,74,69,72,69,62,65,73,67,64,64,73,51,76,73,70,80,74,65,31,75,73,68,76,39,36,24,6,8,14,9,7
190633,70,58,68,64,51,66,48,52,60,69,70,75,62,67,54,60,75,73,80,54,72,75,65,58,52,62,73,72,70,12,14,12,9,8
242087,70,60,47,76,25,76,72,39,72,75,69,66,69,68,69,67,59,69,71,65,70,68,69,70,45,67,69,76,68,6,10,13,7,8
244391,59,78,68,62,60,74,53,49,48,72,89,87,79,64,77,82,90,80,66,73,53,35,71,58,68,69,20,29,28,12,7,11,11,13
252327,68,42,62,70,36,66,52,34,53,72,72,70,68,68,64,50,62,74,54,41,65,72,56,57,38,62,67,75,73,6,6,10,12,6
182184,68,61,65,75,66,64,65,61,73,71,50,49,64,72,63,67,82,67,70,63,78,74,66,69,44,75,68,74,67,11,15,8,13,10
190120,11,13,19,44,19,16,12,11,45,30,50,49,45,68,36,53,68,39,71,13,35,20,16,56,17,59,26,14,12,72,72,71,74,74
235176,69,69,65,67,65,75,81,67,65,75,81,77,86,69,81,77,57,67,63,69,49,39,75,69,69,81,45,55,53,8,7,6,7,9
221354,43,23,76,67,30,51,31,24,62,66,52,52,55,75,64,45,83,67,76,31,67,74,37,44,37,73,71,75,73,15,7,15,11,11
221610,14,15,18,23,16,16,14,19,22,20,27,20,21,67,21,53,34,19,36,17,20,19,13,18,19,65,12,15,18,72,72,70,68,77
194730,31,14,19,25,15,13,30,12,27,22,58,61,56,68,57,55,70,42,71,15,13,21,11,42,30,53,25,20,21,71,73,73,72,74
205995,80,59,65,70,53,74,78,63,71,75,72,72,65,70,74,78,71,63,78,73,70,68,67,73,46,69,71,71,69,9,14,16,7,10
214955,66,53,74,69,60,66,64,50,64,72,76,77,72,70,62,70,79,80,75,65,77,72,66,67,57,70,67,70,68,7,7,15,14,16
152747,74,58,26,72,68,79,66,53,64,72,80,77,81,73,93,64,60,62,53,57,55,50,72,72,62,73,54,50,43,14,7,7,16,11
226697,70,60,58,70,49,76,66,43,60,68,85,85,82,70,76,70,50,75,60,60,67,59,65,67,51,62,52,52,53,6,8,14,7,10
256903,60,73,74,70,64,69,60,41,62,70,83,79,79,74,76,70,82,87,85,67,71,31,74,63,57,66,29,31,17,15,9,7,7,15
211592,50,36,63,74,37,55,33,36,69,70,55,52,43,69,54,55,78,75,81,35,55,76,26,34,51,66,69,78,74,11,8,16,7,15
158856,68,69,78,75,73,67,70,55,74,71,33,35,49,68,48,80,61,68,77,75,73,71,74,75,64,73,70,76,75,15,11,16,7,8
189576,59,40,72,69,44,52,57,34,52,60,66,73,66,69,53,22,85,65,76,34,72,71,39,44,41,66,69,72,73,12,10,8,15,16
210313,67,72,34,71,65,72,76,76,68,74,83,78,81,70,84,69,85,68,65,73,42,38,67,68,60,64,40,44,38,14,12,12,14,6
202135,66,55,68,74,74,73,64,64,72,74,68,68,70,68,65,78,65,70,75,77,86,74,73,68,68,73,76,77,76,15,10,5,14,11
212618,50,77,80,65,69,66,63,49,49,74,47,54,67,65,34,69,82,77,90,69,75,32,76,46,67,60,35,43,40,10,14,15,11,12
212107,36,75,76,64,67,67,51,40,43,67,64,65,60,65,47,77,63,55,87,65,78,20,75,48,78,68,41,25,19,10,14,15,9,8
230283,57,75,64,64,73,70,63,72,55,74,59,52,63,77,54,79,59,39,80,74,58,37,75,54,72,73,15,44,45,9,15,9,12,11
203751,72,44,57,67,41,68,69,61,57,68,68,73,69,69,73,47,70,76,69,47,56,67,60,62,52,62,70,74,68,8,10,8,4,8
201447,68,64,55,79,60,75,70,54,69,76,69,72,75,74,72,73,59,78,76,57,56,61,68,72,58,75,62,64,60,6,14,13,7,9
234119,71,62,44,75,66,77,75,74,72,75,75,72,79,71,74,81,57,74,55,76,54,53,65,70,67,74,55,54,45,13,11,12,7,7
241031,38,31,69,63,26,50,36,33,53,56,59,61,61,69,48,55,70,71,80,29,77,71,43,53,49,70,75,73,71,7,6,9,12,13
223877,69,35,72,61,30,68,48,36,57,72,72,76,71,68,68,36,81,77,67,30,64,68,63,60,49,63,69,69,70,14,13,11,9,8
228231,12,17,16,25,13,16,15,14,23,20,46,46,40,68,51,52,73,36,80,19,24,23,15,55,22,37,15,15,19,76,69,69,68,75
252038,67,65,44,73,62,73,70,54,71,74,75,76,75,70,73,72,57,64,60,68,48,32,70,68,64,74,46,53,56,7,9,14,14,9
189061,11,14,13,23,11,11,15,11,22,20,48,43,41,65,31,51,63,32,65,15,32,18,14,18,17,36,18,14,14,72,70,68,73,73
230277,67,67,60,77,55,74,50,44,61,68,76,77,77,72,65,63,59,54,70,65,44,35,77,69,56,69,28,28,29,8,9,8,12,15
225669,65,54,67,66,42,72,57,38,66,70,86,85,67,67,56,70,73,77,76,56,77,65,62,61,44,65,62,68,69,13,10,7,11,11
237973,67,64,52,73,51,74,61,52,68,72,83,74,70,70,64,66,59,68,52,50,71,44,65,72,51,65,60,59,53,9,8,10,12,9
201093,61,73,77,68,59,71,66,63,69,74,69,66,73,74,74,70,83,69,67,72,60,36,76,75,68,74,49,54,45,15,13,7,14,12
225668,66,75,62,66,65,73,63,63,43,72,85,87,73,71,63,73,72,76,71,72,35,29,71,67,74,61,40,23,24,11,10,13,15,14
212100,64,41,66,67,41,74,42,38,66,73,78,80,70,69,69,62,71,69,66,36,63,68,66,62,50,63,64,74,69,12,11,8,13,9
208260,56,45,55,72,26,64,55,58,69,69,73,76,66,69,68,65,68,78,71,63,80,75,34,54,57,71,69,73,71,7,7,13,12,11
194947,56,27,78,60,17,48,38,58,60,58,33,33,33,66,32,74,74,56,86,70,74,73,32,45,44,68,71,75,71,13,15,7,14,14
178051,59,51,68,71,32,62,52,41,69,69,34,53,58,68,48,66,73,80,83,54,77,68,63,65,48,70,70,74,70,7,11,9,12,9
217731,65,70,62,68,74,77,80,76,59,78,68,60,76,73,73,84,67,54,66,76,62,33,77,56,69,65,25,25,24,12,16,10,6,8
177896,69,66,52,76,71,70,77,79,75,76,53,47,71,72,65,76,53,70,72,75,65,59,68,78,55,73,55,65,47,12,8,8,12,6
201878,76,66,52,78,68,75,76,76,72,77,62,66,74,66,69,74,54,52,62,74,58,40,71,71,70,70,50,34,26,9,13,10,11,8
245138,53,68,66,76,62,66,68,48,74,71,70,67,72,70,72,75,70,80,65,74,60,58,71,76,63,69,59,65,60,10,11,8,7,6
214421,70,54,67,69,59,77,55,66,63,70,84,94,86,69,69,76,84,68,67,76,58,54,68,66,47,62,37,29,53,6,10,9,16,9
208277,73,64,46,69,63,72,66,67,63,71,86,85,80,63,76,70,67,75,65,68,62,38,70,68,61,58,56,38,39,14,10,7,16,11
198019,57,77,68,64,68,64,77,39,41,69,63,61,60,70,74,78,76,73,84,65,70,35,77,58,70,62,32,40,33,12,10,15,16,12
251532,64,73,51,68,65,75,50,52,59,77,90,90,87,65,88,73,74,73,69,62,58,21,76,72,60,71,22,26,22,6,15,7,11,8
255371,72,71,67,73,46,75,51,44,70,72,72,70,70,55,56,69,49,66,50,60,40,30,72,74,60,68,45,41,41,6,11,11,8,6
243851,67,78,61,63,59,77,60,61,48,71,83,82,72,54,84,83,60,54,51,71,47,29,75,65,65,60,40,45,34,11,6,5,11,14
242571,65,65,51,69,58,74,72,39,53,73,78,80,86,68,66,66,46,77,57,69,73,53,74,68,58,70,47,61,58,14,9,14,7,15
239755,65,65,51,68,57,77,75,68,61,74,88,88,86,64,82,70,72,71,46,67,54,20,68,67,66,68,23,22,23,12,6,10,11,13
215437,63,20,59,57,26,65,31,32,50,64,78,79,72,69,64,32,71,80,71,26,87,68,37,42,35,56,68,73,72,12,14,10,14,6
172685,68,32,62,70,33,54,60,27,69,68,69,68,63,72,65,55,71,76,74,40,78,74,57,64,41,69,73,73,73,13,5,11,5,11
206222,68,49,71,72,44,55,46,43,60,66,66,66,62,69,64,62,78,66,73,47,82,72,61,35,48,67,74,73,68,15,14,9,13,11
213134,67,65,54,67,64,76,77,72,63,73,79,82,74,72,68,74,66,68,73,70,57,54,71,68,58,69,43,48,49,10,16,13,15,9
217998,45,77,70,67,59,74,73,69,65,73,73,74,68,68,66,70,67,59,74,69,57,23,68,71,70,59,44,21,16,6,14,9,6,13
247182,60,32,67,73,40,65,42,39,70,68,68,69,66,71,66,59,70,65,75,40,72,72,39,41,62,69,72,74,71,7,11,5,15,12
210831,67,48,64,73,44,70,71,74,73,70,73,64,80,74,77,78,79,84,56,72,84,73,56,70,81,69,65,66,66,11,14,14,10,12
220815,65,72,67,70,61,75,67,42,68,74,77,79,74,63,76,76,69,66,74,76,49,58,68,65,69,66,43,61,52,10,12,12,11,14
199568,11,18,11,34,15,15,15,12,37,32,44,44,50,72,50,56,81,30,45,18,27,12,8,47,30,55,11,11,11,74,65,74,67,78
210320,70,35,66,69,50,68,68,55,64,68,67,68,70,67,65,69,52,71,64,56,75,71,60,50,49,65,72,72,72,15,7,6,10,9
220048,20,20,18,30,20,13,20,22,34,21,50,50,60,68,45,45,70,40,65,16,35,18,12,33,18,61,15,24,18,72,69,60,70,79
234640,70,71,55,67,59,75,57,49,54,67,84,87,69,62,62,77,61,80,78,64,63,30,74,68,61,70,33,43,35,6,11,8,9,9
219793,21,13,15,25,14,13,19,15,28,22,57,54,55,66,33,50,57,25,67,16,27,14,9,40,22,37,13,18,20,74,68,66,73,74
230289,73,73,67,76,77,74,84,60,70,75,88,85,88,81,83,61,80,80,50,69,45,45,70,68,71,70,27,33,32,15,13,12,10,11
240017,68,68,64,68,59,77,70,62,63,76,80,82,70,64,74,74,69,65,67,71,62,24,74,68,68,68,36,34,24,13,8,7,7,11
246929,67,68,66,74,63,72,42,52,58,64,88,85,60,72,52,73,61,73,90,65,71,44,70,58,74,64,38,46,31,14,6,13,11,9
229266,34,23,67,70,34,53,25,32,60,62,54,62,47,73,55,43,66,67,77,24,65,80,23,31,40,61,72,74,71,10,13,7,11,8
177299,16,20,18,22,17,10,19,14,24,20,44,47,52,67,54,49,67,32,57,15,23,26,12,25,14,29,20,15,18,69,70,65,74,74
255891,62,38,65,64,25,61,26,22,57,64,65,64,77,75,52,48,65,62,69,40,68,81,28,32,44,57,78,75,68,13,14,14,11,5
199060,62,40,69,66,50,52,69,65,66,68,63,66,55,64,68,66,80,70,80,66,81,70,39,40,55,65,70,71,71,12,14,6,14,9
244628,59,72,72,68,52,75,47,43,58,75,74,78,73,68,70,72,90,86,70,63,45,39,72,69,72,66,37,30,24,6,11,14,9,9
258946,40,24,68,64,31,55,38,29,54,62,65,70,56,70,49,40,72,55,78,30,67,74,30,48,45,53,75,76,73,12,10,6,6,13
199897,54,41,61,74,40,64,53,50,69,68,54,73,65,73,65,58,84,75,71,49,68,75,49,63,50,73,70,70,68,6,13,13,10,9
230530,48,55,61,71,60,67,70,54,66,71,72,62,76,72,74,74,63,67,66,64,67,76,58,54,53,62,78,74,76,9,15,18,8,8
228813,60,67,51,77,56,72,70,69,76,75,68,63,75,69,82,72,63,67,52,69,56,62,67,73,54,74,57,63,57,16,8,9,10,7
190919,67,71,74,70,78,72,78,74,65,74,66,63,79,72,79,77,70,70,64,74,52,40,75,73,82,77,38,46,27,10,8,9,10,14
246728,47,73,68,68,57,69,55,44,43,70,75,78,68,69,67,76,84,73,84,62,57,32,73,64,63,70,22,22,25,9,12,14,13,10
204233,72,63,39,72,52,80,69,58,67,78,83,74,88,62,81,70,31,45,35,61,32,21,67,67,55,66,24,20,22,6,6,7,8,9
210377,64,66,46,74,45,74,60,56,72,76,69,68,73,71,74,71,52,64,60,70,42,24,70,74,56,68,43,35,31,14,16,14,15,16
