ID,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Overall,Potential
223962,72,55,59,66,66,78,69,75
255450,73,59,67,71,45,61,69,72
195838,59,67,69,68,45,69,69,69
197851,71,65,63,72,48,71,69,69
232861,64,62,69,68,39,66,69,69
244381,61,24,55,49,70,71,69,70
236744,89,58,63,75,23,45,69,78
232136,46,38,45,48,68,81,69,73
253951,60,32,45,51,68,80,69,74
218623,69,69,63,67,64,81,69,69
183453,60,65,62,63,68,85,69,69
257191,69,51,65,62,64,74,69,77
259751,76,69,52,67,24,60,69,81
224424,75,60,70,73,50,69,69,73
230824,72,39,66,71,69,61,69,77
258632,64,64,69,68,57,59,69,74
149064,60,49,62,65,70,64,69,69
202056,60,70,58,67,41,72,69,69
192071,87,62,61,73,37,47,69,69
247623,73,28,50,66,67,63,69,81
239431,69,39,46,66,69,58,69,69
237895,77,69,64,69,37,67,69,72
221767,67,61,62,74,33,52,69,70
214343,70,40,57,62,66,79,69,69
211783,65,70,58,68,22,67,69,70
208455,72,54,60,63,67,75,69,69
220230,37,24,52,48,70,77,69,74
211270,45,32,46,41,69,80,69,69
204102,69,64,71,71,65,68,69,70
194885,67,54,60,62,72,65,69,69
236613,70,67,61,72,41,67,69,76
219461,67,30,50,51,68,75,69,77
193092,89,64,63,72,45,47,69,69
199748,67,44,62,59,66,77,69,69
230473,77,57,72,68,36,49,69,69
242249,66,57,69,68,62,64,69,83
205386,70,65,65,71,43,69,69,72
189003,62,50,64,68,68,73,69,69
222286,45,36,50,54,69,72,69,72
215374,80,65,52,68,30,60,69,69
214606,68,59,62,67,62,62,69,69
208462,44,53,59,55,69,76,69,70
213325,53,45,64,57,69,76,69,69
211021,67,65,72,69,46,69,69,73
209997,50,27,57,62,70,72,69,69
257868,70,59,65,71,68,71,69,82
182091,85,69,62,73,32,71,69,69
215370,61,39,51,50,68,74,69,71
157515,67,58,66,63,67,67,69,69
219979,70,43,56,69,66,73,69,73
214603,73,50,68,64,67,69,69,69
202827,69,68,70,72,57,58,69,69
198731,83,63,61,71,39,66,69,69
189514,74,58,66,69,65,70,69,69
173130,78,61,73,72,57,60,69,69
224330,88,67,59,75,33,69,69,71
184643,74,57,67,68,63,66,69,69
224067,53,43,55,59,69,74,69,70
193602,50,44,50,49,69,71,69,69
238137,82,47,63,66,62,71,69,69
229436,60,33,55,56,68,77,69,74
226108,52,32,51,56,72,62,69,76
241467,73,65,64,70,29,57,69,76
224315,75,56,69,73,54,66,69,69
184890,73,66,67,72,44,60,69,69
194361,63,51,60,64,69,76,69,69
251193,74,71,50,67,24,63,69,74
242489,80,68,66,70,36,43,69,72
233785,72,25,38,48,70,74,69,73
200765,52,55,66,73,70,70,69,69
260040,83,65,67,70,44,61,69,79
216633,68,70,62,70,45,67,69,69
216376,73,73,67,68,53,65,69,69
240439,54,32,51,51,67,80,69,76
238647,87,60,64,65,61,68,69,70
239211,55,69,47,64,27,78,69,72
241002,91,62,56,75,38,60,69,76
230506,72,73,51,76,26,51,69,72
251196,74,61,69,70,46,66,69,69
149309,68,69,46,68,31,70,69,69
243778,69,69,60,72,31,70,69,76
246335,72,50,63,69,67,58,69,81
239170,65,65,66,71,60,70,69,69
232770,65,58,69,67,60,71,69,74
231489,70,64,79,71,22,66,69,69
222273,75,57,69,68,64,66,69,69
192320,54,68,69,65,67,74,69,69
242752,64,36,54,64,68,68,69,77
241728,53,39,43,47,70,74,69,69
209984,64,44,56,65,70,74,69,70
231743,65,65,53,67,42,80,69,75
225853,76,63,66,70,68,72,69,73
220479,63,62,67,69,57,74,69,69
233790,76,35,55,58,69,72,69,72
215358,74,61,66,67,66,75,69,69
204350,71,72,66,75,26,57,69,69
185405,71,63,64,73,36,71,69,69
242749,76,60,65,70,62,63,69,79
230205,60,56,63,68,68,70,69,69
229949,89,69,60,67,30,77,69,69
228174,63,23,53,51,68,71,69,78
182862,57,59,66,67,69,62,69,69
239439,93,60,60,69,39,61,69,77
193027,71,58,61,77,35,58,69,69
189701,50,56,63,53,70,70,69,69
176389,70,66,77,70,44,68,69,69
239364,71,65,64,70,28,66,69,75
232452,72,42,63,62,65,75,69,69
231428,72,67,67,69,63,65,69,72
216580,65,59,61,66,67,72,69,70
203780,70,41,58,65,70,67,69,69
258563,68,62,66,73,64,64,69,75
190979,59,63,66,70,62,66,69,70
198150,66,69,62,67,42,68,69,69
250883,80,61,61,76,35,46,69,75
232195,66,54,61,63,68,75,69,69
206083,85,66,61,73,28,51,69,70
259586,75,55,72,66,63,67,69,83
252930,83,37,62,66,62,67,69,80
245762,78,69,58,69,41,69,69,78
210434,63,52,58,64,68,75,69,69
198914,72,68,69,70,57,72,69,69
256261,65,43,55,58,69,70,69,81
207622,48,47,57,51,67,82,69,70
229889,81,60,57,76,36,51,69,70
232713,63,72,68,69,34,71,69,74
242088,62,65,71,70,47,57,69,72
238505,86,65,63,72,29,48,69,80
223402,82,59,65,73,62,60,69,71
230314,79,55,66,83,42,55,69,69
252074,45,34,48,55,68,76,69,76
223147,70,73,62,70,35,67,69,69
179899,63,60,68,66,65,66,69,69
246459,87,59,60,73,25,65,69,82
206601,67,37,60,61,67,73,69,69
241670,56,52,70,66,68,70,69,69
188168,55,55,61,67,70,71,69,69
245768,61,29,62,56,70,72,69,70
223240,64,42,62,64,66,63,69,69
189447,67,69,56,67,31,72,69,69
241927,70,62,67,70,67,70,69,76
232711,72,63,67,69,66,77,69,73
225543,69,65,67,69,43,67,69,74
212231,59,30,47,54,67,77,69,70
255233,74,65,68,72,40,51,69,83
251392,71,64,63,67,66,71,69,79
189263,72,64,68,71,27,59,69,69
227921,69,57,61,68,69,73,69,69
242002,87,64,61,71,47,70,69,70
241746,71,49,51,58,70,72,69,71
238674,72,65,48,73,15,68,69,74
232786,76,54,64,70,47,61,69,74
230226,72,53,68,70,65,82,69,69
207954,66,53,56,44,68,74,69,69
243793,84,64,63,74,23,62,69,74
235089,48,32,52,62,71,71,69,69
199761,65,56,62,58,69,70,69,69
258898,73,66,62,70,37,58,69,83
252240,69,54,74,74,55,60,69,76
245840,70,66,66,68,55,66,69,69
244560,78,53,67,69,43,61,69,80
242768,76,68,66,68,37,61,69,73
234576,59,36,43,58,69,71,69,79
224336,60,63,62,62,69,77,69,69
212048,77,68,67,69,52,70,69,69
196688,67,46,57,62,68,69,69,69
245586,72,52,62,62,66,64,69,77
260178,58,37,54,59,71,57,69,77
233472,75,61,64,75,29,47,69,72
229207,66,63,70,70,54,66,69,74
232192,57,54,62,63,67,76,69,75
230912,76,52,65,69,65,62,69,75
214784,76,56,61,72,49,65,69,69
210688,76,68,69,69,66,74,69,72
197376,72,56,67,73,53,52,69,69
235799,70,54,64,69,66,75,69,75
243544,73,61,64,72,57,66,69,77
224344,68,68,54,69,21,67,69,69
206167,53,59,71,68,67,66,69,69
231507,77,46,62,70,63,73,69,69
197975,66,57,62,68,63,77,69,69
219990,69,56,67,69,67,70,69,73
214358,69,65,73,69,48,72,69,69
244309,69,69,71,72,61,67,69,70
225877,76,66,60,68,47,64,69,69
186452,43,75,68,67,59,72,69,69
162900,50,50,72,68,63,80,69,69
219988,49,67,66,66,44,76,69,69
212735,70,66,65,69,47,67,69,74
257558,77,68,64,69,54,58,69,69
225812,57,57,64,60,70,74,69,73
229923,84,64,63,74,29,58,69,72
193569,54,36,54,61,70,73,69,69
211746,48,62,67,69,61,73,69,69
215074,84,50,70,70,58,73,69,69
230178,70,46,65,54,64,73,69,69
194082,68,68,65,70,34,69,69,69
205347,68,63,61,69,67,72,69,69
210723,66,52,64,64,66,74,69,69
163619,82,60,64,70,64,71,69,69
257827,70,67,56,71,23,66,69,79
219670,71,53,64,67,67,79,69,72
200228,31,29,44,41,70,75,69,69
210724,68,67,61,62,65,83,69,71
225572,76,59,63,68,51,68,69,70
232228,65,70,50,67,22,62,69,74
234020,73,48,70,69,30,55,69,69
247076,54,59,68,68,69,66,69,73
239323,79,67,47,71,27,63,69,74
204763,73,55,68,62,62,74,69,69
239393,75,67,66,68,44,68,69,69
234017,64,60,70,69,37,61,69,69
211745,41,55,63,63,64,70,69,69
205857,62,40,45,51,70,74,69,69
206317,52,50,65,63,70,73,69,69
228589,64,64,70,71,58,63,69,72
252397,82,68,56,72,30,53,69,70
237340,87,68,64,72,28,66,69,70
246044,78,69,65,69,27,64,69,80
234781,44,36,51,52,69,72,69,70
108061,47,63,71,65,70,70,69,69
251421,87,56,61,70,40,56,69,82
253213,70,48,59,66,66,69,69,74
208158,75,73,63,67,27,67,69,70
225310,69,60,64,72,64,77,69,72
242974,78,58,69,75,61,56,69,76
258590,84,65,64,69,33,53,69,72
202271,69,67,65,75,28,58,69,69
232991,71,65,66,68,64,73,69,69
248095,77,53,62,59,65,77,69,69
222240,70,58,71,65,65,72,69,69
250902,78,31,63,66,63,63,69,69
214038,58,46,42,50,70,74,69,72
252014,76,60,63,70,64,66,69,70
205584,70,36,44,56,68,79,69,69
262417,70,67,66,69,28,68,69,77
196881,63,30,54,59,68,69,69,69
246800,90,62,57,72,54,64,69,77
215266,81,67,61,69,33,67,69,69
242448,74,67,62,70,33,59,69,75
241168,71,66,69,72,34,51,69,78
236304,60,35,53,51,69,71,69,76
235536,69,54,65,63,68,69,69,78
251243,74,58,64,77,31,47,69,80
187157,60,70,52,66,31,66,69,69
197996,65,54,65,65,64,79,69,69
204652,73,65,69,71,61,66,69,69
226668,50,70,57,65,36,81,69,69
226157,70,63,68,70,61,65,69,72
228205,68,33,48,56,70,70,69,69
230253,61,46,55,62,72,67,69,69
235629,69,67,75,72,35,67,69,74
202350,64,70,66,66,33,75,69,69
264465,72,73,65,70,35,64,69,69
222225,71,49,63,62,66,74,69,69
229905,48,32,47,54,70,74,69,70
203026,67,52,60,60,69,76,69,69
243477,60,69,51,62,28,68,69,78
237077,46,56,64,64,64,86,69,75
191252,78,60,66,65,60,79,69,69
184084,69,70,67,71,50,65,69,69
235028,54,36,54,62,68,71,69,77
230164,76,62,77,76,31,55,69,69
205588,50,32,52,59,70,64,69,69
189715,64,70,70,69,65,74,69,69
179731,63,61,71,67,62,69,69,69
237331,70,47,60,60,66,70,69,77
237075,63,70,52,68,30,75,69,69
202771,66,60,71,70,61,70,69,69
184338,54,49,58,61,70,72,69,69
234002,64,54,62,55,68,71,69,69
215570,63,32,54,60,71,76,69,72
213778,76,69,57,63,28,79,69,69
213010,79,54,58,67,64,75,69,69
242412,59,39,48,47,69,70,69,74
213228,74,58,67,71,65,71,69,70
235755,77,40,47,58,68,78,69,76
202778,69,67,61,69,30,69,69,69
237339,89,29,57,68,60,68,69,72
221467,67,64,68,64,59,73,69,69
215067,63,38,52,56,68,79,69,71
201243,54,67,35,62,30,79,69,69
183578,60,33,45,41,71,69,69,69
242714,81,65,62,70,25,61,69,72
242458,74,66,48,63,28,70,69,75
215066,79,60,64,74,63,73,69,69
261145,84,65,64,74,33,62,69,77
234987,78,64,69,70,63,63,69,76
193561,70,57,64,68,65,75,69,69
240409,64,33,51,50,71,73,69,70
239641,67,57,59,69,69,76,69,75
232985,79,64,70,75,43,69,69,76
200473,79,70,65,72,33,62,69,69
255256,78,39,62,69,66,71,69,76
241176,80,57,69,76,55,51,69,75
232728,76,48,65,66,64,70,69,69
190491,68,48,46,52,68,84,69,70
257307,72,57,70,73,46,54,69,78
243675,69,66,66,70,42,69,69,81
234716,65,47,57,56,69,76,69,72
231137,71,59,68,69,37,64,69,71
198625,69,70,71,71,60,63,69,69
198113,36,66,67,67,69,71,69,69
202208,79,69,67,72,47,74,69,69
194015,51,58,55,57,68,78,69,69
259295,66,70,63,65,18,75,69,69
258271,61,63,72,69,43,53,69,80
238559,41,56,45,50,67,82,69,70
236255,55,50,55,57,71,65,69,78
235999,69,67,64,70,53,69,69,77
220895,73,60,67,75,58,64,69,70
227806,53,60,69,67,64,68,69,74
220638,54,39,59,61,67,74,69,69
217054,53,29,51,55,67,82,69,70
201438,47,62,69,67,68,67,69,69
234717,71,67,70,73,41,67,69,69
223709,70,66,61,74,45,69,69,69
142616,66,71,58,70,56,65,69,69
203544,66,58,67,66,67,63,69,69
248075,82,52,61,65,62,74,69,72
218343,82,63,63,72,39,58,69,70
198632,86,60,62,71,51,53,69,69
200424,62,62,64,68,68,73,69,69
230376,65,66,70,70,55,60,69,69
233960,71,37,54,56,68,73,69,75
248808,69,50,65,66,66,56,69,82
200425,53,48,59,61,69,73,69,69
222697,65,49,63,63,64,73,69,69
224489,57,29,45,54,70,75,69,76
226793,50,47,64,64,65,78,69,69
236265,77,66,62,71,23,59,69,70
177129,53,54,61,57,71,72,69,69
153066,64,61,65,73,68,66,69,69
230378,50,53,56,54,70,72,69,69
189930,71,64,69,73,64,66,69,69
198635,86,64,69,73,32,45,69,69
201707,70,35,57,60,67,68,69,69
220395,73,60,65,70,38,64,69,72
252903,73,55,68,74,37,46,69,79
239846,70,68,70,70,30,63,69,70
244491,72,26,54,54,70,70,69,74
231910,78,67,54,69,37,77,69,72
241931,68,54,67,70,65,71,69,74
241419,68,54,67,67,65,61,69,77
212747,70,62,69,72,44,51,69,70
204043,70,52,59,61,68,75,69,69
247050,72,57,69,73,38,54,69,77
49674,38,71,61,64,44,76,69,69
252937,78,62,63,73,37,55,69,77
261143,68,65,73,71,59,69,69,84
220386,75,50,58,66,64,66,69,74
232162,70,46,62,67,65,75,69,70
243170,68,70,51,62,35,66,69,74
197860,79,47,63,67,65,70,69,69
210404,67,69,66,70,27,71,69,69
222692,60,50,63,63,69,70,69,72
236260,61,60,65,63,71,71,69,69
211173,65,67,49,63,27,74,69,70
217061,65,70,44,67,25,60,69,69
213102,79,71,65,69,28,69,69,69
245520,73,62,69,73,59,62,69,71
252270,78,57,65,64,62,70,69,75
241032,66,56,65,73,65,72,69,72
246657,71,68,65,67,30,69,69,76
236673,76,70,50,68,27,68,69,78
217217,47,57,63,63,66,70,69,69
203137,47,28,53,59,70,74,69,69
202113,80,56,62,68,67,69,69,69
200577,73,51,65,63,66,71,69,69
258432,55,34,48,54,69,71,69,81
190592,40,28,45,49,69,78,69,69
189824,49,47,54,49,69,76,69,69
232832,77,60,63,72,63,65,69,74
215168,72,64,60,70,26,62,69,69
177279,68,64,70,68,59,75,69,69
222079,67,65,65,75,59,70,69,76
247678,80,33,60,69,64,66,69,80
230526,69,51,65,67,64,66,69,69
223358,64,36,49,53,70,73,69,72
247933,81,57,60,71,47,65,69,81
211325,60,68,69,70,62,75,69,69
238460,79,71,55,72,20,61,69,80
194945,80,68,65,68,32,67,69,69
214658,67,54,64,66,66,81,69,72
226434,45,35,52,52,70,73,69,69
253061,78,63,63,73,31,52,69,82
209800,43,36,46,49,69,67,69,69
252551,72,45,54,57,70,70,69,80
243591,70,71,65,67,26,72,69,69
232839,73,55,65,65,65,67,69,76
257414,72,72,52,68,26,68,69,69
246918,61,55,68,64,66,62,69,78
203398,66,46,57,61,67,76,69,70
258949,82,65,60,75,35,63,69,81
187013,38,50,64,60,70,72,69,69
233090,85,61,62,77,35,52,69,74
231301,73,60,56,63,64,54,69,73
188271,82,66,65,71,35,65,69,69
208005,74,71,60,68,22,77,69,69
204677,36,56,66,66,67,69,69,69
205188,67,69,63,68,34,61,69,69
234627,68,64,64,70,21,54,69,78
203139,56,22,46,51,69,79,69,70
243586,71,68,56,65,33,67,69,69
189207,58,67,71,73,32,59,69,69
260720,67,75,52,67,20,64,69,72
201841,32,35,50,51,71,73,69,70
241273,78,37,56,63,65,65,69,74
232823,80,64,67,70,65,69,69,72
233591,75,53,59,60,64,76,69,69
241783,35,62,65,68,64,71,69,75
259191,83,61,62,76,37,57,69,75
197240,69,69,68,70,38,64,69,69
263032,72,66,68,74,38,71,69,76
230520,64,66,54,70,31,61,69,69
254840,62,43,50,62,68,75,69,80
242041,80,59,60,68,64,62,69,74
226167,81,49,62,68,64,65,69,72
253305,69,43,54,52,71,68,69,70
214906,66,36,59,60,69,74,69,69
224890,76,64,65,72,39,55,69,69
225402,76,58,65,70,65,67,69,69
232826,68,47,66,70,66,64,69,74
242554,77,57,60,64,65,73,69,72
244602,77,62,67,76,43,48,69,78
188538,33,27,52,51,69,75,69,69
164471,32,73,52,62,33,80,69,69
218743,77,64,65,70,31,63,69,71
240241,67,63,66,72,63,69,69,78
189300,82,49,54,71,63,66,69,69
180337,69,68,75,70,41,67,69,69
214386,53,51,63,67,64,77,69,69
235890,59,49,59,61,66,81,69,70
192370,70,68,68,73,40,54,69,69
199283,76,64,69,69,60,68,69,69
246387,74,43,59,63,65,73,69,73
215412,73,41,61,63,64,68,69,71
242036,62,67,69,71,56,69,69,70
198261,59,43,67,67,70,69,69,69
215927,58,71,56,62,27,66,69,69
199285,51,66,73,62,56,71,69,69
236405,71,44,58,61,64,76,69,70
262262,70,65,64,68,49,71,69,80
197238,57,72,59,58,26,75,69,69
219510,69,57,66,73,63,69,69,69
164470,35,70,69,61,69,69,69,69
230774,67,33,51,45,72,71,69,76
53110,70,67,64,71,35,68,69,69
224648,75,43,65,64,67,73,69,69
212613,75,69,65,72,29,57,69,71
215177,67,60,65,70,65,79,69,69
231949,60,72,69,68,50,66,69,69
246139,68,66,69,71,36,67,69,80
237179,77,66,53,67,32,76,69,74
225915,74,68,52,69,31,66,69,74
218747,72,66,68,71,35,66,69,69
211323,54,32,65,62,70,69,69,73
263291,71,34,58,60,65,71,69,78
237580,70,68,70,71,17,68,69,70
256780,65,32,63,55,71,69,69,83
262413,79,37,52,61,65,64,69,75
262925,63,67,65,67,64,78,69,79
220429,41,46,61,60,69,77,69,69
220685,67,68,65,68,34,68,69,69
256781,77,43,60,67,64,61,69,85
234108,76,55,66,76,43,55,69,79
211982,78,54,59,65,61,68,69,70
219918,68,69,64,72,42,67,69,69
232462,71,70,69,69,54,73,69,69
237582,74,52,67,64,64,76,69,71
238862,54,25,44,49,69,72,69,72
209423,70,67,66,72,49,63,69,70
235279,82,67,63,71,37,61,69,69
183567,69,68,72,71,33,65,69,69
237936,82,62,62,73,42,72,69,78
229488,68,59,67,65,65,69,69,69
221552,57,53,62,63,67,78,69,69
212592,75,48,62,66,68,81,69,69
224137,86,68,52,66,24,70,69,69
202978,77,38,50,51,68,77,69,69
236924,51,30,45,48,70,75,69,77
198538,56,58,57,57,67,81,69,69
236938,83,66,57,71,21,70,69,77
173450,76,44,61,63,65,75,69,69
258698,75,56,64,76,45,54,69,82
199051,58,39,52,52,70,74,69,69
211595,62,61,64,62,68,69,69,72
225931,73,66,68,72,42,67,69,75
145996,50,55,62,58,67,72,68,68
177482,53,54,68,67,62,73,68,68
186954,72,68,58,65,38,70,68,68
243275,55,31,47,48,67,74,68,81
184139,70,69,62,67,46,65,68,68
198220,56,61,69,71,63,60,68,68
264268,58,32,49,49,69,68,68,77
230221,65,45,49,62,70,60,68,68
225868,68,70,67,67,47,65,68,70
243788,75,59,63,72,44,63,68,75
224842,68,62,65,70,65,76,68,73
208714,61,52,57,48,67,75,68,68
234829,59,54,60,63,64,70,68,68
176717,57,36,45,48,69,73,68,68
223566,62,59,51,61,68,73,68,71
228682,74,26,55,67,63,62,68,75
207943,55,60,66,68,68,71,68,68
211786,80,62,61,74,32,51,68,68
233282,67,66,63,72,28,65,68,70
224403,72,60,65,67,52,68,68,68
225939,75,68,59,73,29,69,68,68
235103,82,63,60,70,41,67,68,70
255839,82,69,51,69,20,56,68,79
234134,65,54,62,64,66,69,68,71
214594,67,50,61,64,65,74,68,68
235842,63,70,45,67,22,62,68,75
237380,86,69,59,66,38,65,68,69
246594,71,47,63,71,66,64,68,81
230467,63,60,66,69,30,66,68,68
255043,69,68,45,63,19,78,68,80
258371,81,46,62,68,59,70,68,76
184900,50,42,52,55,69,69,68,68
202052,72,68,59,66,29,72,68,68
240964,66,54,64,67,67,64,68,72
252484,68,66,70,72,51,70,68,72
242503,72,57,67,70,63,69,68,75
254281,70,69,56,64,30,80,68,74
250959,64,53,72,67,61,63,68,79
246351,85,59,59,70,62,61,68,79
239951,75,44,60,67,66,67,68,71
217167,73,63,67,69,54,53,68,71
198479,33,35,44,42,66,80,68,68
49486,63,72,52,64,34,77,68,68
253766,76,50,63,70,62,52,68,78
202570,68,66,66,69,40,72,68,68
241737,77,56,60,64,62,73,68,76
213061,80,68,64,69,35,70,68,68
240201,69,61,70,70,56,69,68,77
209737,48,55,65,67,67,66,68,68
200521,77,65,65,72,34,50,68,68
262473,78,44,60,65,62,64,68,77
195912,55,69,57,65,39,73,68,68
187208,67,66,67,67,43,69,68,68
206408,46,71,43,60,28,78,68,68
254023,78,65,63,67,52,65,68,74
252495,91,62,61,68,47,53,68,83
193359,69,59,64,72,37,68,68,68
219216,86,67,64,70,35,65,68,69
239696,78,58,63,77,30,48,68,76
263238,69,66,65,68,30,69,68,73
238662,86,62,59,68,61,77,68,76
237203,68,62,65,64,64,69,68,77
241043,55,53,60,58,68,83,68,68
235156,54,37,50,54,69,66,68,73
236692,77,66,55,68,21,64,68,72
240020,68,36,53,66,67,69,68,77
242324,72,63,70,69,46,59,68,68
223637,90,57,62,66,57,61,68,68
224149,74,67,61,70,28,67,68,72
240277,52,33,42,51,72,71,68,81
244117,44,38,43,49,68,78,68,68
252053,58,35,47,57,68,74,68,75
240454,65,40,61,59,65,82,68,71
222358,75,62,64,71,33,52,68,68
253008,74,45,56,64,63,63,68,77
247888,71,67,67,73,38,59,68,85
189077,75,66,66,72,37,61,68,68
201815,73,37,54,62,68,72,68,68
258654,77,70,54,67,28,65,68,75
231212,65,53,63,63,65,66,68,72
243244,72,37,50,57,69,71,68,71
211245,84,65,67,71,54,67,68,71
239405,66,67,69,68,60,62,68,74
174381,44,61,65,66,67,66,68,68
255021,92,61,59,70,43,57,68,71
224302,62,33,46,47,67,72,68,73
227630,80,63,63,70,29,61,68,74
231726,82,67,61,69,35,71,68,74
236846,70,58,67,73,60,67,68,77
240942,61,55,61,63,67,66,68,76
247086,78,67,66,70,46,67,68,71
247854,55,60,58,64,66,79,68,77
121134,66,68,72,64,35,73,68,68
215343,67,65,66,67,47,69,68,71
240943,72,64,62,72,38,67,68,68
176687,64,45,63,62,69,70,68,68
192559,58,35,41,47,69,70,68,68
264240,68,54,70,73,53,51,68,85
208432,43,49,56,57,66,80,68,68
219952,62,60,67,69,53,74,68,72
225072,69,35,56,61,68,72,68,75
234284,74,66,61,70,34,72,68,68
209196,71,24,56,56,67,69,68,70
197681,69,59,69,74,58,61,68,68
203308,61,56,63,64,65,78,68,69
232479,80,67,58,65,33,72,68,72
228639,76,65,53,71,28,63,68,75
257566,78,67,53,71,21,56,68,81
228894,84,50,62,69,57,55,68,70
209950,86,64,60,74,26,61,68,68
260637,73,67,57,72,22,63,68,78
172317,51,44,59,58,68,73,68,68
262429,82,29,41,50,69,72,68,72
212764,87,67,60,76,33,41,68,68
238619,64,39,62,57,67,77,68,69
236571,68,64,66,69,32,67,68,77
229147,68,62,61,69,63,69,68,72
211739,68,57,65,70,33,61,68,68
242202,55,72,58,60,33,72,68,73
210202,89,64,62,71,30,67,68,68
194329,69,64,67,64,62,72,68,68
255257,89,60,58,76,24,42,68,84
238873,69,67,55,66,21,63,68,78
211243,78,69,66,67,32,58,68,68
215083,73,68,64,72,54,68,68,68
248107,74,50,62,64,64,72,68,76
246832,78,65,48,64,25,76,68,73
204337,65,71,69,68,40,70,68,68
182047,71,64,61,69,48,66,68,68
218341,60,60,60,62,66,72,68,69
262629,91,65,57,73,36,65,68,72
230372,63,54,60,64,68,72,68,68
220388,51,32,50,50,68,67,68,70
197604,71,64,64,72,39,49,68,68
237283,75,68,58,68,32,67,68,69
224483,70,61,66,70,51,69,68,68
215267,31,70,50,59,32,77,68,68
208099,41,25,49,43,68,78,68,68
193250,81,55,60,66,62,72,68,68
245986,75,59,69,71,58,65,68,71
236258,71,49,55,57,64,54,68,70
166114,54,71,66,62,34,79,68,68
230882,55,37,50,56,68,75,68,76
201186,65,68,64,65,19,70,68,68
239841,65,42,54,53,70,70,68,68
188128,55,68,57,66,36,79,68,68
241632,83,58,61,77,37,55,68,79
237024,70,44,63,68,66,62,68,75
230624,57,67,45,64,23,73,68,68
202464,76,62,64,70,50,62,68,68
258015,69,68,51,64,24,68,68,77
209637,67,45,49,49,66,80,68,68
228069,87,60,65,66,24,58,68,69
207409,65,68,60,70,47,68,68,68
175589,44,41,65,53,69,71,68,68
221489,79,60,60,74,26,44,68,74
222513,78,62,66,71,39,53,68,71
234033,66,68,67,69,39,68,68,69
244017,70,67,62,70,43,65,68,68
251185,70,62,65,69,57,68,68,68
201266,74,64,70,71,38,65,68,68
239922,77,69,60,70,34,64,68,73
242482,68,32,50,56,67,64,68,72
251954,88,61,59,71,24,49,68,80
254258,74,50,58,70,65,68,68,77
203315,85,55,61,66,59,71,68,68
238643,86,58,61,65,38,64,68,68
233780,52,32,42,45,69,76,68,77
207669,80,63,63,66,42,64,68,68
219957,68,52,60,68,66,69,68,69
222773,78,37,58,61,64,66,68,71
224821,52,27,47,51,68,77,68,68
225589,68,49,52,59,65,81,68,75
251445,74,67,58,73,30,60,68,76
255461,71,67,48,65,21,65,68,77
245733,76,64,45,57,33,80,68,70
180255,67,63,70,71,43,59,68,68
186655,68,65,69,65,53,69,68,68
219998,66,53,69,73,63,52,68,73
199769,77,62,63,68,64,69,68,68
157528,62,67,67,69,47,65,68,68
262744,77,67,53,67,25,68,68,72
255319,73,68,58,67,36,65,68,71
254551,77,73,61,72,38,65,68,77
254039,66,64,65,63,66,68,68,75
215383,70,32,62,65,67,66,68,69
214615,62,68,56,66,26,68,68,68
210263,81,61,63,68,44,67,68,68
248106,81,45,58,65,61,71,68,73
242006,72,59,64,62,63,74,68,75
255573,65,28,52,58,67,72,68,77
248149,77,41,63,69,62,62,68,78
241237,63,58,61,69,64,74,68,76
201301,36,40,50,48,68,73,68,68
191572,73,58,67,66,68,71,68,68
241236,84,62,56,70,21,73,68,78
230228,52,33,47,38,70,68,68,68
227412,77,57,57,62,62,75,68,68
210004,76,53,64,66,64,66,68,68
255827,64,26,43,49,67,76,68,75
234579,84,64,59,69,25,65,68,72
189272,71,67,62,67,53,74,68,68
205145,70,62,65,69,55,65,68,71
212819,91,65,63,65,39,73,68,68
242265,81,66,56,71,23,64,68,79
255069,71,60,66,66,55,67,68,83
222557,69,27,50,49,68,73,68,76
214877,70,61,68,69,55,79,68,74
210269,68,60,63,66,69,74,68,68
252508,74,55,62,75,59,67,68,85
245340,66,63,63,70,54,63,68,82
229212,64,63,70,66,57,76,68,68
227932,41,48,58,58,68,78,68,69
224604,69,33,54,61,64,69,68,68
214876,81,68,52,66,26,64,68,68
247643,70,53,64,66,67,67,68,73
235355,75,65,63,69,57,69,68,74
234587,74,61,69,70,49,67,68,69
259674,68,53,64,73,62,55,68,79
229210,56,62,69,68,53,66,68,69
208730,72,56,65,64,63,73,68,68
260185,57,57,71,61,64,62,68,68
259929,73,52,59,73,53,46,68,69
183385,60,67,66,71,64,69,68,68
247385,70,41,54,67,64,64,68,78
243801,70,64,64,65,60,72,68,78
214611,81,62,64,71,29,54,68,68
209746,78,50,60,67,63,74,68,68
198688,61,41,58,56,67,80,68,68
229925,74,63,61,66,61,77,68,73
219941,66,63,58,72,41,68,68,70
200741,80,34,47,58,67,74,68,71
263205,80,64,60,71,31,69,68,77
256292,63,57,64,62,67,78,68,77
188196,73,66,65,68,43,69,68,68
212516,66,44,56,60,66,72,68,72
245283,72,61,62,77,30,34,68,74
243235,80,36,57,68,62,65,68,73
238882,74,64,60,70,39,61,68,69
234018,67,70,66,68,45,69,68,68
227362,45,49,54,51,67,75,68,71
257057,71,53,61,67,66,74,68,83
255009,68,67,72,70,58,63,68,82
175393,62,64,63,70,38,50,68,68
228897,73,53,58,61,66,68,68,68
