ID,Age,Height,Weight,Nationality,Positions,Club
233075,31,185,80,Spain,CDM,C谩diz CF
226419,32,170,65,Argentina,"CAM,RM",Junior FC
199027,27,180,67,England,"CB,LB",Sheffield United
241522,22,190,82,Denmark,"ST,CF",F.C. K酶benhavn
211826,31,187,86,Germany,"CB,LB",1. FC K枚ln
142962,39,189,87,Argentina,GK,River Plate
233841,22,182,80,Colombia,CB,KRC Genk
233329,28,192,77,Venezuela,CB,Santa Clara
215665,30,178,70,Portugal,LB,Boavista FC
232310,29,183,78,Brazil,CB,Al Batin
204401,30,169,62,Portugal,RB,Futebol Clube de Famalic茫o
203889,34,179,75,Tunisia,ST,ESTAC Troyes
224368,26,173,68,Mali,"LM,LW",Stade de Reims
220528,24,177,76,Italy,"ST,LW",Parma
194415,33,165,62,Panama,"RM,RW,ST",Club Universitario de Deportes
251503,29,192,86,Brazil,GK,Moreirense FC
248687,21,188,81,Wales,CB,Swansea City
216175,28,186,80,Austria,GK,AEK Athens
213871,27,186,73,Denmark,ST,Urawa Red Diamonds
197231,28,185,85,Senegal,ST,Aytemiz Alanyaspor
192622,29,193,76,Republic of Ireland,CB,Brighton & Hove Albion
188270,32,188,84,Gabon,CB,Dijon FCO
186990,30,182,77,Mexico,GK,F煤tbol Club Ju谩rez
230510,25,172,67,Brazil,LW,RB Bragantino
192373,32,187,92,Argentina,ST,Rosario Central
230519,21,174,69,Brazil,ST,RB Bragantino
246469,21,168,61,Argentina,"LM,CM,RM",Club Atl茅tico Banfield
225149,26,188,70,France,GK,Royal Antwerp FC
225478,27,189,85,Brazil,"RM,ST,CM",Changchun Yatai FC
198599,29,177,72,Norway,"RB,LB",Molde FK
214983,34,190,88,Argentina,GK,Patronato
224967,27,184,84,Senegal,"ST,RM,LM",Deportivo Alav茅s
250753,19,198,91,Ukraine,GK,Shakhtar Donetsk
246145,21,169,69,Argentina,"LM,CAM",Chicago Fire Football Club
241025,25,185,79,Argentina,"RM,ST,LM",Atl茅tico Tucum谩n
231041,28,186,81,Chad,"LM,ST",Angers SCO
230272,25,177,70,Brazil,"CAM,RM,RB",Fortaleza
212607,31,186,84,Luxembourg,CB,New York City FC
206463,25,176,70,Tunisia,"CAM,CM",SpVgg Greuther F眉rth
187517,32,192,83,Russia,CB,PFC CSKA Moscow
252541,19,179,70,France,"CDM,CM",Montpellier H茅rault SC
230525,33,188,83,Brazil,GK,Associa莽茫o Chapecoense de Futebol
221564,24,176,70,Spain,"LM,ST",CD Tenerife
184183,30,188,91,Belgium,CB,Oud-Heverlee Leuven
258683,20,187,75,Serbia,CM,Hellas Verona
230267,21,178,70,Brazil,"CAM,RM",Club Athletico Paranaense
202107,31,183,77,United States,"CDM,CM",New York City FC
134779,35,181,84,France,ST,FC Girondins de Bordeaux
253306,20,182,77,Uruguay,"CM,CDM",Sporting CP
245370,20,195,88,Turkey,GK,Be艧ikta艧 JK
215162,34,192,86,Argentina,CB,San Lorenzo de Almagro
213114,28,175,70,Uruguay,"ST,LM,CAM",F煤tbol Club Ju谩rez
189561,30,186,86,Guinea,"ST,RW",Trabzonspor
188537,30,181,71,Hungary,"RM,RB",Free agent
223097,24,170,69,Argentina,"CM,RM",Club Atl茅tico Hurac谩n
202873,30,190,90,Germany,GK,1. FC Heidenheim 1846
203128,30,184,83,France,"CDM,CM",FC Lorient
199288,35,185,80,France,"CDM,CM,CB",VfL Bochum 1848
207722,34,183,83,Brazil,"RM,LM,ST",Kashiwa Reysol
237161,23,180,65,England,"CM,CAM",Newcastle United
238058,23,173,65,England,"CAM,RW",Coventry City
215565,25,193,84,United States,CB,Deportivo Alav茅s
200713,30,180,72,Turkey,"CM,CDM,CAM",G枚ztepe SK
230665,28,181,77,Brazil,"RW,CM",Boavista FC
233225,29,183,75,Japan,CB,Kawasaki Frontale
233993,29,170,67,Brazil,RB,Juventude
172553,32,195,89,Denmark,GK,FC Midtjylland
149258,38,188,83,Italy,GK,Inter
215050,34,186,79,Argentina,CB,Club Atl茅tico Lan煤s
233994,21,183,79,Brazil,CB,Atl茅tico Clube Goianiense
171018,34,188,80,Spain,"CDM,CM",Rayo Vallecano
204555,33,188,82,Argentina,"CM,CAM",V茅lez Sarsfield
222987,30,173,72,Japan,"CDM,CM",Vissel Kobe
233483,28,182,74,Morocco,"ST,RW,LW",KAA Gent
223756,26,186,80,Germany,"CDM,CB,CM",FC Luzern
246284,23,173,70,Spain,"RB,RWB",RCD Espanyol de Barcelona
224013,24,175,66,Spain,"LW,RWB,RW",Brentford
252168,24,181,72,Argentina,"CB,LB",V茅lez Sarsfield
239373,22,185,84,Netherlands,"CAM,CM",Fortuna Sittard
206606,28,195,89,Germany,ST,Karlsruher SC
216334,26,180,72,Belgium,"CM,CAM",Royal Antwerp FC
222734,27,176,62,Korea Republic,"LB,LW",Pohang Steelers
230414,25,174,70,Brazil,"RM,CAM",S茫o Paulo
199183,31,176,72,Korea Republic,"CM,CAM",Jeonbuk Hyundai Motors
199439,27,193,91,Austria,"ST,CAM",FC Augsburg
223247,32,170,73,Argentina,"CM,CDM",Godoy Cruz
224271,28,181,69,Austria,"CF,RW",LASK Linz
194063,30,189,79,Slovakia,"CDM,CM",Minnesota United FC
203024,34,173,71,Spain,"CDM,CM",Adelaide United
230672,24,187,83,Brazil,CB,Southampton
237840,22,176,72,Denmark,CM,FC Nordsj忙lland
251408,29,187,80,Serbia,ST,Kaizer Chiefs
199689,30,180,78,Mexico,"ST,RM,LM",Club Necaxa
228616,23,180,85,France,GK,Montpellier H茅rault SC
209937,31,178,74,Spain,"LB,RB",Granada CF
198128,30,179,70,United Arab Emirates,"LM,ST",Al Ain FC
204523,28,181,69,Spain,"CM,CDM",CD Legan茅s
176619,35,186,78,Colombia,ST,Am茅rica de Cali
257771,25,175,68,Croatia,RB,Celtic
200429,26,172,67,Belgium,"ST,RM,LM",RSC Anderlecht
212205,26,178,74,Belgium,"LM,RM",KV Mechelen
226285,25,196,92,Mexico,GK,Club Deportivo Guadalajara
226797,33,170,70,Argentina,"LM,LWB",Club Atl茅tico Lan煤s
244973,20,180,68,Mexico,CM,Club Tijuana
252909,24,179,78,Spain,"CAM,RM,RW",RCD Mallorca
204526,28,174,67,Spain,"RM,LM,RB",Real Valladolid CF
226798,28,183,80,Argentina,"CB,CDM",Racing Club
205551,28,175,78,Spain,"RB,RM",Uni贸n Deportiva Las Palmas
155887,33,188,79,United States,"CDM,CM",Toronto FC
192495,29,185,67,Saint Kitts and Nevis,"CM,CDM",Stoke City
183280,35,190,90,France,CB,ESTAC Troyes
230407,21,180,77,Brazil,CB,Santos
189680,30,172,74,Brazil,"LB,RB",FC Nantes
233201,23,191,75,Wales,CB,AFC Bournemouth
247793,24,177,70,Spain,"CM,CDM",SD Huesca
192241,30,176,79,Australia,RB,Sydney FC
202994,31,182,73,Korea Republic,RM,Jeonbuk Hyundai Motors
212722,27,172,75,United States,RB,Galatasaray SK
239090,27,181,74,Austria,CB,LASK Linz
214515,36,175,79,Colombia,RB,Junior FC
228595,26,184,81,Germany,"CM,CDM",1. FC Union Berlin
199412,29,182,73,Brazil,"LM,ST,RM",Al Shabab
224756,24,179,74,France,"CM,LW,RW",Amiens SC
181236,32,180,75,Brazil,"CAM,RM",脟aykur Rizespor
201223,29,179,70,Ghana,"CDM,CM",Al Batin
223495,27,183,75,Argentina,"CDM,CM",Clube Sport Mar铆timo
205585,28,170,69,England,"CDM,CM",Colorado Rapids
215569,28,186,81,Spain,CB,CA Osasuna
236393,25,183,70,Spain,"ST,LW",Go Ahead Eagles
199779,28,190,84,Germany,CB,Fortuna D眉sseldorf
230495,29,180,92,Brazil,ST,Internacional
179551,31,184,81,Norway,"ST,LW",D.C. United
198240,32,180,74,Spain,"LB,LM",Real Valladolid CF
223072,30,180,83,Paraguay,"CB,RB",Club Libertad
244832,23,180,78,Paraguay,"ST,CF",Club Libertad
254048,24,174,69,Uruguay,"LM,CM",Club Atl茅tico de San Luis
212321,26,186,76,Germany,"CDM,CM",Hamburger SV
238945,28,185,81,Slovenia,CB,Ferencv谩rosi TC
240225,22,192,82,Russia,GK,Free agent
221282,25,178,62,England,"RB,RWB",AFC Bournemouth
232546,29,172,64,Uruguay,"RM,LM",Rosario Central
233314,26,178,76,United States,"CDM,RM,CM",D.C. United
176994,34,182,82,France,GK,Amiens SC
242530,21,185,85,Switzerland,"RM,LM,ST",FC Red Bull Salzburg
239358,26,193,90,Senegal,GK,Queens Park Rangers
259166,20,190,78,England,GK,AS Saint-脡tienne
244068,24,189,84,Germany,CB,Sport-Club Freiburg
199781,31,178,72,Madagascar,RB,Minnesota United FC
210533,28,183,83,Brazil,"CDM,CM",Kawasaki Frontale
221797,26,175,71,Germany,"LM,RM,CAM",VfB Stuttgart
230501,29,178,76,Brazil,"ST,CAM,LM",Palmeiras
234341,23,193,79,Turkey,GK,G枚ztepe SK
226662,25,181,75,Netherlands,"RB,RM",Royale Union Saint-Gilloise
192102,31,173,63,Sweden,"LB,LWB,LM",Hannover 96
213095,28,182,89,Canada,ST,Vancouver Whitecaps FC
230503,29,175,70,Brazil,ST,Gr锚mio
202088,28,179,79,Germany,"RM,LM",Fortuna D眉sseldorf
215144,30,182,81,Argentina,"LB,LWB,LM",Club Atl茅tico Aldosivi
224104,31,177,71,Argentina,"RB,RM",Rosario Central
182632,33,175,67,Portugal,"CM,CAM,LW",Ataka艧 Hatayspor
229215,28,177,74,Morocco,"CAM,LW",Al Batin
245597,21,166,69,Spain,RB,M谩laga CF
210450,27,188,84,France,"CDM,CM",Genoa
189462,31,173,70,Canada,"LM,RM,ST",Reading
234514,30,180,72,Morocco,"CB,RB,RWB",ESTAC Troyes
251410,27,181,78,Brazil,CDM,Inter Miami CF
190738,27,187,82,Norway,"ST,CAM",SpVgg Greuther F眉rth
219411,28,171,75,Colombia,"LM,LW",Club Brugge KV
225555,28,176,83,Turkey,"RB,RWB",Demir Grup Sivasspor
234515,27,184,81,France,"LB,CB",BSC Young Boys
200212,33,198,97,Germany,GK,VfL Bochum 1848
203796,30,175,64,Chile,"CM,CDM",Universidad Cat贸lica
217620,29,192,95,Senegal,CB,Royal Antwerp FC
230420,25,173,64,Brazil,"CAM,ST",Bahia
240916,23,187,74,Austria,"CDM,CM,CB",1. FC K枚ln
186132,31,178,80,England,"CM,CDM",Reading
243989,29,185,81,Uruguay,"CDM,CM,ST",AD Alcorc贸n
215062,33,186,75,Argentina,ST,Damac FC
239127,24,178,71,Mexico,LB,Club Deportivo Guadalajara
241501,32,167,68,Paraguay,RM,Club Libertad
231448,21,175,71,England,RW,Feyenoord
205081,31,179,80,Brazil,"ST,RW",FC Tokyo
207897,29,185,81,Germany,"CB,LB",SV Werder Bremen
230681,23,185,81,Italy,"LB,LM",Atalanta
199000,29,183,76,Australia,"CB,CDM",KV Kortrijk
207960,27,173,72,Spain,"LM,ST,RM",Real Sporting de Gij贸n
205401,28,174,74,Georgia,"LM,CAM",Ulsan Hyundai FC
222553,30,189,85,Germany,CDM,SpVgg Greuther F眉rth
201818,28,171,66,Nigeria,"LM,ST,RM",Fatih Karag眉mr眉k S.K.
253274,29,187,76,Uruguay,"LW,ST,LM",Deportivo Cali
206171,32,180,72,Brazil,"CDM,CM",Orlando City Soccer Club
234843,23,188,75,Germany,"CB,LB",VfL Bochum 1848
193884,30,188,74,England,"CM,CDM",Stoke City
238941,26,185,74,Slovenia,LB,Fatih Karag眉mr眉k S.K.
237566,27,180,74,Norway,CDM,Ferencv谩rosi TC
211626,29,174,72,Poland,RM,Piast Gliwice
241406,25,172,70,Ecuador,"CDM,CM",F煤tbol Club Ju谩rez
168354,35,195,90,Italy,GK,Fatih Karag眉mr眉k S.K.
204193,28,181,72,Germany,"CDM,CM",Hannover 96
205985,29,189,82,Sweden,ST,RSC Anderlecht
229793,23,193,91,Ghana,ST,Yeni Malatyaspor
193185,30,189,75,England,"LWB,LB",Millwall
201122,28,184,86,Czech Republic,"CB,RB",Bristol City
223138,26,185,79,France,CB,N卯mes Olympique
234914,25,176,68,France,"CDM,CM",KV Oostende
221600,24,185,83,England,CB,West Bromwich Albion
240034,29,185,88,Slovakia,CB,AC Sparta Praha
187298,31,184,79,Mexico,CB,Santos Laguna
193186,31,191,85,Philippines,GK,Birmingham City
187043,30,182,78,Norway,"CM,CDM",Queens Park Rangers
221860,26,173,71,Ecuador,"CDM,CM",FC Augsburg
223652,26,179,68,Germany,"CAM,CM",Hannover 96
223136,28,171,68,Turkey,"RM,LM",Kasimpa艧a SK
241823,23,173,67,Mexico,"LB,LWB",Tigres U.A.N.L.
231588,24,174,75,Spain,"RB,LB",RCD Mallorca
215965,25,187,90,Sweden,ST,Al Hazem
211354,26,184,80,Italy,"CM,CF",Fiorentina
205212,33,170,63,Spain,"RM,LM,CM",SD Huesca
207516,28,179,75,Poland,ST,Nagoya Grampus
233372,25,179,71,Argentina,"LM,LW,RM",Club Libertad
181404,33,189,84,Congo DR,CB,Portland Timbers
192156,31,177,69,Portugal,"LWB,CB",Futebol Clube de Famalic茫o
176285,32,190,87,New Zealand,CB,Free agent
205215,32,189,80,Brazil,CB,Al Faisaly
253341,29,185,78,Argentina,CB,Independiente del Valle
205726,28,175,66,Uruguay,"CM,CDM",Real Oviedo
231070,28,174,70,Argentina,"LB,LM",San Lorenzo de Almagro
189342,31,194,85,Italy,GK,Juventus
200607,31,188,77,Germany,CB,1. FC N眉rnberg
201887,28,174,67,Jamaica,"CAM,CDM",Preston North End
230564,26,175,67,Serbia,"CAM,CM,RWB",TSG Hoffenheim
216229,35,182,75,France,"LM,CAM,ST",AJ Auxerre
209485,28,186,84,Germany,CM,Holstein Kiel
234570,22,175,67,Portugal,LW,Celtic
216391,26,170,70,Brazil,"ST,RM,LM",Changchun Yatai FC
190535,32,182,68,Spain,"CM,CDM",CD Tenerife
231240,23,169,60,Turkey,"RM,ST,RW",Fatih Karag眉mr眉k S.K.
233800,22,177,74,Norway,LB,FK Bod酶/Glimt
228681,24,190,83,Chile,CB,Watford
230218,29,181,82,Brazil,"CB,CDM",Fluminense
237642,24,175,70,Italy,LB,FC Basel 1893
243014,21,171,75,France,"ST,RW,LW",Brentford
240970,22,182,78,Argentina,CM,Middlesbrough
208459,28,194,90,Netherlands,LB,Bologna
228171,26,178,75,Australia,"RM,ST",Melbourne Victory
192587,30,184,73,Moldova,"CM,CAM,CDM",Benevento
199244,31,189,85,Czech Republic,CB,FC Viktoria Plze艌
228684,23,178,70,Namibia,RB,Blackburn Rovers
211527,29,176,71,Spain,"RM,ST,LM",FC Cartagena
234054,29,185,78,Peru,GK,FBC Melgar
152997,37,177,70,Argentina,"ST,CAM",Racing Club
240963,28,181,82,Argentina,ST,Uni贸n de Santa Fe
229541,26,196,85,Colombia,GK,Club Deportes Tolima
212035,28,173,71,Angola,"LM,RM,LWB",Birmingham City
220739,27,170,66,Ecuador,CAM,Independiente del Valle
156483,43,182,74,Argentina,GK,Atl茅tico Tucum谩n
228419,23,194,82,Denmark,CB,Barnsley
229699,24,177,73,Colombia,"CAM,RM",Club Am茅rica
189508,34,175,75,Spain,"CAM,CM",LA Galaxy
222022,27,176,72,Argentina,"RB,RWB,RM",Club Atl茅tico Lan煤s
193860,31,180,73,Austria,"RM,RB,LM",SK Rapid Wien
213573,26,187,83,Germany,GK,Karlsruher SC
187205,34,172,67,Mexico,LB,Club Am茅rica
196934,28,180,75,Turkey,"CM,CAM",Be艧ikta艧 JK
206662,31,193,84,United States,CB,FC Dallas
209990,28,194,90,Austria,GK,SK Rapid Wien
197786,31,178,76,Italy,"RB,LB",AC Monza
261529,24,187,78,Russia,"CDM,CM",Free agent
244377,24,194,86,Croatia,CB,Vit贸ria de Guimar茫es
241976,26,185,78,Portugal,GK,SC Braga
193337,30,177,72,Nigeria,"CM,CDM,LM",US Salernitana 1919
223033,24,182,78,Spain,CB,1. FC K枚ln
222521,28,193,92,Germany,CB,1. FC Heidenheim 1846
221753,27,185,75,Germany,"CDM,CM",Fortuna D眉sseldorf
185144,32,184,73,Italy,ST,Lecce
244280,22,187,78,Germany,CDM,SpVgg Greuther F眉rth
238392,23,182,72,France,"CDM,CM",KAA Gent
235834,24,182,71,Italy,"RM,RB",U.C. Sampdoria
207928,28,189,88,Australia,"CM,CAM",Celtic
197688,30,179,75,Brazil,"LB,LWB",AS Saint-脡tienne
193847,33,192,86,Spain,"CB,CDM,CM",FC Seoul
258615,22,175,76,Spain,"CM,CAM,RW",Athletic Club de Bilbao
186935,33,185,79,Brazil,"CDM,CM",FC Vizela
251191,26,172,70,Gabon,"LM,RM",Clermont Foot 63
198970,30,188,83,Ghana,CB,Columbus Crew
229179,27,174,75,Uruguay,"RM,LM",Puebla FC
235161,22,181,77,Nigeria,ST,FC Girondins de Bordeaux
211009,27,188,76,Republic of Ireland,CB,Blackburn Rovers
258370,22,190,85,Brazil,CB,PFC CSKA Moscow
245058,25,173,65,Georgia,"CAM,LM,CM",SK Sturm Graz
232514,29,176,72,Argentina,"LM,CAM",Argentinos Juniors
230466,25,170,67,Brazil,"CAM,LM",Fluminense
221250,28,173,71,Argentina,"CDM,CM",V茅lez Sarsfield
240193,23,182,73,Kosovo,"CM,CDM,CAM",VfL Bochum 1848
230464,29,183,74,Brazil,CAM,Santos
229435,24,190,81,Netherlands,"CAM,CM",FC Twente
199231,31,177,72,Korea Republic,"RB,RW",Ulsan Hyundai FC
230718,26,178,77,Hungary,"RB,CB",Ferencv谩rosi TC
192317,28,188,80,England,GK,Aston Villa
230461,21,180,69,Brazil,"CAM,LM",Santos
179516,33,180,80,Germany,ST,Fortuna D眉sseldorf
204092,30,193,88,Germany,GK,Heracles Almelo
239671,24,184,78,Spain,"RM,LM,CF",Elche CF
228151,25,175,70,Republic of Ireland,"CDM,CM",RSC Anderlecht
213815,26,188,86,Denmark,ST,Br酶ndby IF
221488,30,185,82,United States,"LB,RB,CB",FC Dallas
183346,32,183,80,Switzerland,CDM,FC Basel 1893
242737,29,174,75,Costa Rica,"CM,CAM",Incheon United FC
227633,25,178,74,Netherlands,"LW,CM,CAM",FC Utrecht
215089,34,184,86,Argentina,"CDM,CM",Argentinos Juniors
199729,31,177,73,Austria,"LM,ST",New York Red Bulls
193584,32,187,80,Austria,ST,FC St. Pauli
204334,29,190,88,Greece,GK,Holstein Kiel
212023,30,188,82,Slovenia,ST,Chicago Fire Football Club
215703,25,182,80,Brazil,CB,Shakhtar Donetsk
244376,24,184,73,Ukraine,"CM,CDM",Dynamo Kyiv
198553,31,175,75,Costa Rica,RB,VfL Bochum 1848
214937,26,180,75,Argentina,"LB,CB",Argentinos Juniors
223641,25,190,89,Germany,CB,1. FC Union Berlin
228505,24,182,81,Austria,GK,FK Austria Wien
184626,35,185,82,Argentina,CB,Godoy Cruz
196916,30,188,76,England,"CDM,CM,CB",Cardiff City
215604,27,180,75,Switzerland,"RB,CB",DSC Arminia Bielefeld
223284,32,182,77,France,CB,N卯mes Olympique
226356,25,183,72,Algeria,"LM,LB,LW",Genoa
230452,25,182,78,Brazil,"CDM,RB,RM",Cear谩 Sporting Club
230708,24,190,90,England,CB,Nottingham Forest
193844,31,169,60,Spain,"RM,LM",Uni贸n Deportiva Almer铆a
205365,31,180,80,Czech Republic,"LW,RW",FC Viktoria Plze艌
213813,27,180,74,Sweden,CM,IFK Norrk枚ping
165429,34,179,80,Romania,ST,FCSB (Steaua)
231733,25,173,71,Spain,"RM,CAM,CM",Uni贸n Deportiva Almer铆a
192565,29,179,72,Turkey,"CAM,LM",Trabzonspor
213302,27,170,64,Libya,"RW,RM",New York City FC
223231,26,185,71,Romania,"CF,CAM,ST",FCSB (Steaua)
242998,24,190,84,Brazil,ST,Standard de Li猫ge
198455,31,182,75,Sweden,RB,IF Elfsborg
230988,25,177,70,Croatia,"CM,CDM",Hajduk Split
245062,29,177,73,Paraguay,"RB,CB",Club Necaxa
212045,26,184,80,Denmark,LB,AC Sparta Praha
230441,29,180,79,Brazil,"CDM,LB",Atl茅tico Clube Goianiense
212226,33,174,74,Romania,"CM,CDM,CAM",Universitatea Craiova
257025,19,170,63,United States,"LW,RW",Olympique de Marseille
236033,24,186,80,Spain,GK,Levante Uni贸n Deportiva
198145,29,180,76,Argentina,ST,AEK Athens
169216,34,178,70,Republic of Ireland,ST,Southampton
230477,29,176,70,Brazil,RW,Palmeiras
241708,22,187,77,France,CB,CD Tondela
230188,29,178,78,Brazil,"LB,LM",Gr锚mio
228908,31,177,74,France,CAM,Clermont Foot 63
221740,26,184,84,France,"ST,LW",Antalyaspor
190507,33,186,78,Spain,CB,SD Eibar
212778,29,188,81,Korea Republic,"CB,CDM",Seongnam FC
200746,27,181,74,England,CM,Rangers FC
230185,25,180,79,Brazil,GK,Palmeiras
239106,25,170,71,Greece,LB,Fortuna D眉sseldorf
223017,29,175,70,Turkey,"RM,RB,ST",陌stanbul Ba艧ak艧ehir FK
210985,26,176,75,England,"LWB,CM",Sheffield United
220968,25,184,83,Morocco,"CM,CAM,CDM",Gazi艧ehir Gaziantep F.K.
219688,30,190,84,Argentina,CB,C谩diz CF
234791,26,190,79,Brazil,CB,Olympique de Marseille
215079,35,179,75,Argentina,"CM,CDM",Newell's Old Boys
193062,30,186,82,Netherlands,"LM,LB",Udinese Calcio
226086,27,169,70,Argentina,"RW,ST,RM",Club Atl茅tico Lan煤s
186405,32,193,88,Argentina,ST,San Lorenzo de Almagro
242725,22,189,84,Norway,"CAM,CM",KRC Genk
230181,25,178,69,Brazil,LB,Clube Atl茅tico Mineiro
228645,27,186,80,Germany,"CM,RM,CAM",FC St. Gallen 1879
195620,33,169,70,Fiji,"ST,CF",ATK Mohun Bagan FC
233730,25,185,82,C么te d'Ivoire,"ST,RM",Reading
239875,31,174,62,Brazil,RB,CD Tondela
237604,24,183,77,Argentina,CB,Atlanta United
236038,23,177,68,United States,"RB,LB",New York Red Bulls
253695,24,190,84,Czech Republic,"CB,CDM",SK Slavia Praha
206506,30,174,71,France,"CM,CAM",ESTAC Troyes
239272,27,195,91,Greece,GK,Celtic
235432,25,188,83,Zimbabwe,"CDM,CM,CB",Stade de Reims
246183,23,176,65,Czech Republic,"RB,RM",AC Sparta Praha
226215,29,187,74,Spain,"ST,LM,RM",CD Legan茅s
209063,29,188,77,Sweden,CB,脟aykur Rizespor
203431,28,177,78,Brazil,"CAM,LW,RW",FC Tokyo
202151,27,178,72,Greece,"LB,LWB",VfL Bochum 1848
229542,27,196,87,France,GK,Clermont Foot 63
223654,24,174,68,Spain,"CDM,CM",Real Valladolid CF
205478,28,190,85,Czech Republic,ST,SK Slavia Praha
246790,27,177,74,France,"RM,LM",Amiens SC
228614,26,185,77,Philippines,"LM,LW,RW",VfL Bochum 1848
251139,32,175,70,Argentina,CM,Club Atl茅tico Central C贸rdoba
222982,24,184,78,France,"CDM,CM",Lecce
212230,26,175,66,Portugal,RM,SC Braga
206086,25,183,71,England,"LWB,LB",Huddersfield Town
194053,30,196,91,Germany,CB,SV Darmstadt 98
245253,21,174,67,Luxembourg,"CM,CDM",1. FSV Mainz 05
229637,26,186,80,Turkey,GK,脟aykur Rizespor
217605,27,188,85,Denmark,CM,F.C. K酶benhavn
216325,25,196,77,England,GK,Norwich City
211461,27,188,83,Brazil,ST,Santa Clara
206085,26,179,74,England,"RM,RWB",Newcastle United
258308,24,180,67,Ukraine,RB,Dynamo Kyiv
207876,28,177,75,Venezuela,RB,M谩laga CF
186115,31,180,73,England,"LB,LWB",Inter Miami CF
253220,28,170,62,Israel,"RWB,RB",Vitesse
222464,24,184,75,Spain,GK,Deportivo Alav茅s
235812,27,193,82,Georgia,ST,APOEL Nicosia FC
230483,25,181,74,Brazil,"CAM,RM,LM",Juventude
192537,29,178,68,Belgium,"LW,RW,LM",Standard de Li猫ge
184089,32,175,68,Morocco,"RW,RM,CAM",Standard de Li猫ge
232729,30,180,77,Argentina,ST,V茅lez Sarsfield
232869,28,182,76,Japan,CB,Gamba Osaka
196952,28,183,80,England,"LWB,LB",Swansea City
195671,31,188,84,England,ST,Queens Park Rangers
251990,20,167,65,Brazil,"CAM,CM",Portimonense SC
241750,27,175,66,Tunisia,"CAM,RM",Abha Club
213846,34,179,75,Chile,"CB,LB,RB",Club Deportivo Palestino
254548,20,173,65,France,LB,OGC Nice
253012,21,187,76,Argentina,GK,Club Atl茅tico Lan煤s
185172,31,190,79,Italy,GK,US Salernitana 1919
139860,37,172,71,Madagascar,"CB,LB",FC Lorient
143699,36,175,75,Turkey,"RB,CB",脟aykur Rizespor
205594,29,188,83,Brazil,"CM,CDM",Al Tai
201043,30,174,72,Belgium,CM,Toulouse Football Club
222546,27,185,78,Germany,GK,SC Paderborn 07
183632,34,182,78,Germany,"CDM,CM",VfL Bochum 1848
246608,24,172,67,Spain,"LM,CAM,CM",Club Am茅rica
234832,26,191,83,Denmark,"LB,CB",Birmingham City
219984,26,180,69,Italy,"CAM,ST,RW",Venezia FC
234319,23,183,63,England,"CDM,CM",Blackburn Rovers
256035,19,174,69,Ghana,"LW,ST",Stade Rennais FC
246606,21,167,69,Spain,"LB,LM",Rayo Vallecano
239950,24,183,69,Portugal,"CDM,CM",Futebol Clube de Famalic茫o
230222,29,186,79,Brazil,"CB,CDM",S茫o Paulo
225614,23,173,67,Russia,"CM,CDM,CAM",PFC CSKA Moscow
213582,27,183,77,Argentina,"CAM,CF,ST",Arsenal de Sarand铆
258585,21,187,78,Croatia,GK,Hellas Verona
193870,33,192,84,Portugal,GK,CD Tondela
213530,27,180,79,Denmark,"CDM,CM",Aarhus GF
256287,18,173,73,Argentina,"ST,CF",Club Atl茅tico Col贸n
229155,24,183,76,Netherlands,"LB,CM,LM",FC Schalke 04
229658,27,172,69,Colombia,"RM,LM,CF",Vancouver Whitecaps FC
215331,30,183,80,Argentina,"RB,RM",V茅lez Sarsfield
230434,21,178,75,Brazil,"CDM,CM,CAM",Juventude
244257,20,181,76,Germany,"ST,RM",1. FSV Mainz 05
235553,28,188,85,France,CB,ESTAC Troyes
235297,25,181,81,Slovakia,"CM,CAM",Vitesse
232225,23,193,87,Germany,ST,DSC Arminia Bielefeld
230433,37,175,75,Brazil,"ST,CAM",Sport Club Corinthians Paulista
205601,29,165,65,Ghana,"LW,RW",Al Raed
239136,22,178,72,France,"CB,LB",Montpellier H茅rault SC
230176,37,188,77,Brazil,GK,Clube Atl茅tico Mineiro
219680,27,195,81,Benin,CB,Clermont Foot 63
233250,25,182,75,Japan,ST,Sint-Truidense VV
234015,25,170,67,Brazil,CAM,Cear谩 Sporting Club
232477,27,170,62,Saudi Arabia,RB,Al Nassr
251675,24,174,68,Brazil,"CM,CDM",PAOK
172316,34,177,74,Spain,"RB,CB",Levante Uni贸n Deportiva
189468,33,177,78,Portugal,"RM,LM",Aytemiz Alanyaspor
230429,25,176,76,Brazil,"CDM,CM",Sport Club Corinthians Paulista
230685,28,180,73,Turkey,"CAM,CM,LM",Aytemiz Alanyaspor
186140,29,185,77,Italy,"ST,LW,CF",Panathinaikos FC
239645,28,187,83,Uruguay,CB,V茅lez Sarsfield
204830,26,180,69,Spain,"LM,RM",RCD Espanyol de Barcelona
214302,27,171,64,Chile,"CDM,CM,CB",Deportivo Toluca
216351,30,180,73,Croatia,"CM,CDM,CAM",Damac FC
219167,32,189,86,Argentina,"CB,CDM",Damac FC
229148,27,181,70,Brazil,"LM,LB",Cagliari
236316,22,180,85,France,"RB,RWB",Southampton
198429,30,181,82,Czech Republic,ST,SK Slavia Praha
207645,28,177,60,Gambia,"LM,LW",Jeonbuk Hyundai Motors
245021,24,188,80,Senegal,"CDM,CM",Deportivo Alav茅s
215070,28,183,76,Argentina,CB,Godoy Cruz
220702,27,185,74,Uruguay,"CB,LB",FC Cartagena
221982,24,170,66,England,"RM,RW,CAM",ESTAC Troyes
