ID,FullName,ValueEUR,WageEUR,ClubPosition,ClubNumber,NationalTeam,PreferredFoot,IntReputation,AttackingWorkRate,DefensiveWorkRate
226278,António Manuel Pereira Xavier,1600000,600,SUB,92,Not in team,Left,1,High,Medium
228326,Brian Oliván Herrero,1700000,13000,LB,3,Not in team,Left,1,High,Medium
237286,Aaron Connolly,3300000,23000,SUB,7,Republic of Ireland,Right,1,Medium,Low
187110,Miguel Ponce,1100000,22000,SUB,16,Not in team,Left,1,High,Medium
259047,Matěj Polidar,2400000,500,SUB,24,Not in team,Left,1,Medium,Medium
211177,Arnór Ingvi Traustason,1600000,5000,CM,25,Iceland,Right,1,High,High
209378,Bart van Hintum,525000,6000,LB,3,Not in team,Left,1,High,Medium
194017,Andreas Weimann,1600000,21000,RM,14,Not in team,Right,1,High,High
239073,Christopher Antwi-Adjei,1700000,13000,SUB,22,Not in team,Right,1,Medium,Medium
213729,Sondre Rossbach,2000000,2000,GK,1,Not in team,Right,1,Medium,Medium
232413,Anfernee Dijksteel,2200000,13000,SUB,2,Not in team,Right,1,Medium,Medium
233437,Sifiso Hlanti,1200000,550,SUB,15,Not in team,Left,1,Medium,Medium
241629,Rogério Oliveira da Silva,3400000,13000,LB,6,Not in team,Left,1,Medium,Medium
246237,Ezequiel Bullaude,3200000,5000,CAM,33,Not in team,Right,1,Medium,Medium
251613,Juan José Cáceres,3400000,7000,RB,2,Not in team,Right,1,High,High
189661,Álvaro Giménez Candela,1600000,17000,ST,20,Not in team,Left,1,Medium,Low
195037,Danny Batth,1300000,15000,SUB,6,Not in team,Right,1,Low,High
208862,Jimmy Giraudon,1300000,10000,CB,8,Not in team,Right,1,Medium,Medium
214238,Pablo Parra,1800000,6000,SUB,14,Not in team,Right,1,Medium,Medium
225502,Kevin Balanta,3200000,6000,SUB,35,Not in team,Right,1,Medium,High
183518,Rui Pedro da Rocha Fonte,1300000,5000,SUB,17,Not in team,Right,2,Medium,Medium
220383,Aarón Escandell,1900000,9000,SUB,13,Not in team,Right,1,Medium,Medium
231391,João António Antunes Carvalho,2500000,23000,SUB,10,Not in team,Right,1,Medium,Medium
241119,Daniel Martín Fernández,3100000,8000,SUB,13,Not in team,Right,1,Medium,Medium
242143,Ricardo Ryller Ribeiro Lino Silva,1800000,12000,CDM,37,Not in team,Right,1,Medium,Medium
199392,Matías Aguirregaray,1100000,7000,SUB,13,Not in team,Right,1,High,Low
206561,Christian Walton,1700000,20000,SUB,28,Not in team,Left,1,Medium,Medium
213993,Francesco Forte,1600000,13000,SUB,9,Not in team,Left,1,Medium,Medium
233705,Jacob Sørensen,2400000,15000,SUB,19,Not in team,Right,1,High,High
233079,Christian Rivera,2100000,11000,CAM,14,Not in team,Right,1,High,High
227911,Randall Leal,2400000,5000,SUB,8,Not in team,Right,1,Medium,Medium
239432,Adrian Grbic,2300000,10000,SUB,27,Not in team,Right,1,Medium,Medium
237640,Nedim Bajrami,3600000,21000,CAM,10,Not in team,Right,1,Medium,Medium
233544,Kristiyan Malinov,1800000,8000,CM,4,Not in team,Right,1,Medium,Medium
213064,Francisco Calvo,1400000,5000,CB,5,Not in team,Left,1,Medium,Medium
211272,Claudio Corvalán,1100000,7000,CB,3,Not in team,Left,1,Medium,Medium
144200,Eren Albayrak,1400000,10000,SUB,6,Not in team,Left,1,Medium,Medium
186695,Ezequiel Muñoz,1300000,8000,SUB,6,Not in team,Right,1,Low,Medium
232775,Ataru Esaka,1600000,8000,ST,33,Not in team,Right,1,High,Medium
192838,Ezequiel Schelotto,1100000,10000,SUB,18,Not in team,Right,1,High,Medium
248297,Ahmed Jahouh,1100000,2000,CDM,5,Not in team,Right,1,Medium,Medium
243270,Heriberto Borges Tavares,2500000,6000,SUB,91,Not in team,Left,1,High,Medium
223046,Ahmet Çalık,1600000,10000,CB,6,Not in team,Right,1,Low,High
222278,Miao Tang,1400000,8000,RWB,20,Not in team,Right,1,Medium,High
235589,Srđan Babić,2900000,6000,SUB,22,Not in team,Left,1,Medium,Medium
231237,Peter Vindahl Jensen,1900000,4000,GK,1,Not in team,Right,1,Medium,Medium
223045,Uğur Çiftçi,1400000,10000,LB,3,Not in team,Left,1,High,Medium
213317,Jin Su Kim,1400000,19000,LB,23,Not in team,Left,1,Medium,Medium
229956,Lawrence Ati Zigi,3100000,4000,GK,1,Not in team,Right,1,Medium,Medium
179528,Xavier Torres Buigues,550000,5000,SUB,14,Not in team,Right,1,Medium,Medium
235849,Mamadou Fofana,2300000,3000,CB,2,Not in team,Right,1,Low,High
239945,Fernando Beltrán,3000000,19000,CDM,20,Not in team,Right,1,Medium,High
245065,Diego Palacios,3400000,3000,LB,12,Not in team,Left,1,High,Medium
253929,Jholvis Acevedo,2100000,500,SUB,30,Not in team,Right,1,Medium,Low
191209,Jesús Isijara,1300000,12000,SUB,27,Not in team,Right,1,High,Medium
202986,Jin Ho Sin,1100000,5000,CDM,6,Not in team,Right,1,High,High
211946,Markus Kolke,1100000,5000,GK,1,Not in team,Right,1,Medium,Medium
250858,Pathé Ciss,1800000,10000,SUB,21,Not in team,Right,1,Low,High
192490,Juan Villar Vázquez,1000000,7000,SUB,7,Not in team,Right,1,Medium,Medium
210923,Mohammed Al Owais,1100000,16000,GK,33,Not in team,Left,1,Medium,Medium
236267,Darío Aimar,2000000,700,RES,14,Not in team,Right,1,Low,Medium
179947,Edgar Bruno da Silva,775000,6000,ST,9,Not in team,Right,1,High,Medium
252139,Filipe Miguel Barros Soares,3600000,7000,CM,21,Not in team,Right,1,Medium,Medium
258027,Mirko Marić,2100000,8000,RES,99,Not in team,Left,1,Medium,Medium
230380,Luan Vágner Simões Eustáquio,1900000,12000,CAM,10,Not in team,Right,1,Medium,Medium
224591,Yann Bodiger,2000000,5000,CDM,6,Not in team,Left,1,Medium,Medium
192074,Cristóbal Márquez Crespo,325000,3000,CDM,8,Not in team,Right,1,High,Medium
244042,Moussa Djitté,3600000,4000,RES,99,Not in team,Right,1,High,Low
233034,Juan Andrada,1900000,6000,SUB,2,Not in team,Right,1,Medium,Medium
223818,João Ricardo da Silva Afonso,1100000,4000,CB,5,Not in team,Right,1,Medium,Medium
228829,Marc Roberts,1300000,12000,CB,4,Not in team,Right,1,Low,Medium
213725,Lebogang Phiri,2000000,8000,CDM,21,Not in team,Right,1,Medium,High
210653,Luis Quintana,1300000,8000,CB,20,Not in team,Right,1,Medium,Medium
240311,Luca Zidane,3100000,7000,SUB,1,Not in team,Right,1,Medium,Medium
260020,Yorbe Vertessen,3800000,7000,SUB,32,Not in team,Right,1,High,Medium
216245,Luis Cárdenas,1600000,18000,SUB,22,Not in team,Right,1,Medium,Medium
234933,Aleksandar Sedlar,1500000,13000,RES,20,Not in team,Right,1,Medium,High
245429,Jani Atanasov,3400000,500,SUB,20,Not in team,Right,1,Low,Low
186805,Jefferson Montero,1300000,7000,SUB,10,Not in team,Right,1,High,Low
225974,Scott McKenna,3000000,20000,CB,26,Not in team,Left,1,Medium,High
228790,Aitor Buñuel Redrado,2400000,5000,RB,2,Not in team,Right,1,High,Medium
242614,Ionuț Nedelcearu,2200000,7000,CB,27,Romania,Right,1,Medium,High
250807,Halil İbrahim Dervişoğlu,3600000,20000,ST,67,Not in team,Right,1,Medium,Medium
203485,Terence Kongolo,1800000,26000,RES,5,Not in team,Left,2,Medium,Medium
211384,Jamal Lowe,1800000,20000,SUB,18,Not in team,Right,1,High,Medium
257208,Michel Ange Balikwisha,3800000,10000,SUB,10,Not in team,Right,1,High,Medium
223929,Aaron Leya Iseka,2400000,22000,LW,11,Not in team,Right,1,Medium,Medium
182713,Mërgim Mavraj,425000,3000,CB,5,Not in team,Left,2,Medium,Medium
224186,Jordy de Wijs,1800000,10000,CB,5,Not in team,Left,1,Low,High
231098,Charles Traoré,1400000,13000,LB,14,Not in team,Left,1,Medium,Medium
261050,Francisco F. da Conceição,4000000,3000,RES,10,Not in team,Left,1,High,Medium
215995,Emiliano Méndez,1100000,6000,CDM,5,Not in team,Right,1,Low,High
245428,Chima Okoroji,2400000,4000,LB,36,Not in team,Left,1,High,Low
239475,Jonathan González,2400000,21000,CDM,25,Not in team,Right,1,Medium,High
251763,Lazar Ranđelović,2400000,700,SUB,12,Not in team,Right,1,High,Medium
202356,Ziya Erdal,825000,10000,SUB,58,Not in team,Left,1,Medium,Medium
194934,Daniel Jiménez López,850000,5000,GK,1,Not in team,Right,1,Medium,Medium
177782,Hakan Özmert,500000,8000,SUB,88,Not in team,Right,1,Medium,High
242294,Jeronimo Cacciabue,3300000,7000,CM,31,Not in team,Right,1,Medium,Medium
105846,Artur Boruc,180000,3000,RES,1,Not in team,Right,2,Medium,Medium
169078,Luke Freeman,1600000,17000,SUB,15,Not in team,Left,1,Medium,Medium
193141,Iván Pillud,500000,7000,SUB,4,Not in team,Right,1,High,Medium
250997,José Gragera Amado,3400000,4000,CDM,16,Not in team,Right,1,Medium,Medium
244853,Kamal Sowah,3600000,11000,RW,19,Not in team,Left,1,High,High
243573,Anthony Racioppi,2000000,2000,SUB,1,Not in team,Right,1,Medium,Medium
177525,Nabil Dirar,650000,7000,SUB,77,Not in team,Right,2,Medium,High
237429,Genta Miura,1800000,7000,CB,5,Not in team,Right,1,Medium,Medium
226677,Juninho Bacuna,3200000,23000,SUB,22,Not in team,Right,1,Medium,Medium
247412,Andy Pelmard,3700000,11000,CB,21,Not in team,Right,1,Medium,Medium
247156,Facundo Mura,3100000,6000,RB,4,Not in team,Right,1,High,Medium
239732,Szymon Żurkowski,3200000,22000,CM,27,Not in team,Right,1,High,High
229236,Matthieu Udol,2100000,9000,CB,3,Not in team,Left,1,High,Medium
225908,Reece Oxford,3000000,11000,SUB,36,Not in team,Right,1,Medium,Medium
224187,Mohamed Rayhi,1700000,11000,RW,11,Not in team,Right,1,High,High
261307,Veljko Birmančević,3500000,5000,LW,19,Not in team,Right,1,High,Low
219836,Orlando Rubén Yáñez Alabart,1500000,11000,SUB,1,Not in team,Right,1,Medium,Medium
208581,Zymer Bytyqi,2200000,10000,LW,7,Not in team,Right,1,Medium,Low
213445,Javier López,1700000,24000,RM,9,Not in team,Left,1,Medium,Low
242629,João Gervásio Bragança Moutinho,3000000,4000,LB,4,Not in team,Left,1,High,Medium
256197,Piero Hincapié,3200000,12000,SUB,33,Not in team,Left,1,Medium,Medium
213702,Hervin Ongenda,2100000,7000,CM,10,Not in team,Right,1,Medium,Low
233926,Leonardo Duarte da Silva,3000000,15000,CB,5,Not in team,Right,1,Low,High
219591,Stefan Simič,1800000,600,CB,8,Not in team,Right,1,Medium,High
230343,Jonaldo Kauã Monteiro Moura,1700000,5000,LM,21,Not in team,Left,1,Medium,Medium
237255,Miles Robinson,3000000,4000,CB,12,Not in team,Right,1,Medium,Medium
248775,Ugo Bonnet,1700000,4000,ST,11,Not in team,Right,1,High,High
212424,Wil Trapp,1500000,5000,CDM,20,Not in team,Right,1,Medium,High
215496,Joeliton Lima Santos,1400000,4000,LB,6,Not in team,Left,1,Medium,Medium
219848,David Costas Cordal,2100000,6000,CB,4,Not in team,Right,1,Medium,Medium
237512,Gastón Togni,2400000,7000,SUB,11,Not in team,Left,1,High,Medium
186568,Marcos Paulo Gelmini Gomes,1300000,4000,CDM,17,Not in team,Right,1,Medium,Medium
188616,Marco Sau,1000000,11000,SUB,25,Not in team,Right,2,Medium,Medium
198601,Luis Mendoza,1300000,30000,SUB,8,Not in team,Right,1,High,Low
261084,Ahmadou Bamba Dieng,3500000,16000,SUB,12,Not in team,Right,1,High,Medium
213189,Min Kyu Joo,1300000,5000,ST,18,Not in team,Right,1,High,Medium
242372,Kevin Ramírez,1700000,7000,LM,7,Not in team,Left,1,High,Medium
231868,Leonardo Ruiz,2200000,5000,SUB,18,Not in team,Right,1,Medium,Medium
228804,Alexis De Sart,2400000,10000,CM,21,Not in team,Right,1,High,High
237245,Eddie Segura,2300000,4000,SUB,4,Not in team,Right,1,Low,High
245437,Adolfo Gaich,3600000,21000,SUB,18,Not in team,Right,1,Medium,Medium
202686,Nahki Wells,1300000,20000,ST,21,Not in team,Right,1,High,Medium
219582,Steven Fortes,1300000,15000,CB,17,Not in team,Right,1,Low,Medium
220862,Jordan Hugill,1600000,21000,SUB,17,Not in team,Right,1,High,High
237502,Dennis Johnsen,2300000,11000,LW,17,Not in team,Right,1,Medium,Low
254910,Tatsuhiro Sakamoto,2300000,5000,RM,17,Not in team,Right,1,High,Medium
224191,Alessandro Ciranni,2100000,8000,RM,14,Not in team,Right,1,High,Medium
210880,Riccardo Fiamozzi,1400000,3000,SUB,20,Not in team,Right,1,High,Medium
219584,Luca Lezzerini,1600000,9000,SUB,12,Not in team,Right,1,Medium,Medium
253376,Tommy St. Jago,3300000,6000,RES,3,Not in team,Right,1,Medium,Medium
219841,Nicolás Figal,1800000,5000,RB,5,Not in team,Right,1,High,High
194753,Luca Marrone,1100000,3000,SUB,99,Not in team,Right,1,Medium,High
262081,Alejandro Cantero Sánchez,3600000,11000,SUB,29,Not in team,Right,1,High,Medium
253890,Pedro Perlaza,1400000,700,RB,13,Not in team,Right,1,High,Medium
208835,Youssouf M'Changama,1500000,6000,CAM,10,Not in team,Right,1,High,High
216003,Bartosz Kapustka,2400000,6000,RES,67,Not in team,Right,1,Medium,Medium
224836,Vanja Milinković-Savić,1900000,13000,GK,32,Not in team,Right,1,Medium,Medium
253251,Jorge Morel,3300000,8000,CDM,19,Not in team,Right,1,Medium,High
241731,Yoel Bárcenas,1700000,12000,SUB,23,Not in team,Right,1,Medium,Low
239708,Marko Raguž,2500000,14000,SUB,10,Not in team,Right,1,Medium,Medium
192476,Andreu Fontàs Prat,1100000,5000,CB,3,Not in team,Left,1,Low,Medium
192732,Edgar Prib,1300000,14000,SUB,6,Not in team,Left,1,Medium,Medium
253278,Enzo Martínez,3300000,7000,SUB,4,Not in team,Left,1,Low,Medium
237662,Brooks Lennon,2000000,4000,RWB,11,Not in team,Right,1,Medium,Medium
214366,Rafael Carrascal,1600000,650,CM,6,Not in team,Right,1,Medium,Medium
225117,Nicolas Haas,2100000,22000,SUB,32,Not in team,Right,1,Medium,Medium
218717,Gabadhino Mhango,1600000,650,ST,7,Not in team,Right,1,High,Medium
211037,César De La Hoz López,1400000,7000,SUB,6,Not in team,Left,1,Medium,Medium
259675,Berkan Kutlu,3500000,24000,CM,22,Not in team,Left,1,High,Medium
217813,Gibrán Lajud,1700000,9000,GK,25,Not in team,Right,1,Medium,Medium
253275,Jesús Trindade,1600000,650,CM,21,Not in team,Right,1,Medium,High
179547,Vito Mannone,525000,18000,RES,30,Not in team,Right,1,Medium,Medium
255578,José Antonio Dos Santos Júnior,2000000,7000,SUB,37,Not in team,Right,1,Medium,Low
184154,Nill De Pauw,1300000,12000,RES,11,Not in team,Right,1,High,High
246106,Andrés Herrera,3400000,7000,RWB,4,Not in team,Right,1,Medium,Medium
240730,Kévin Zohi,2500000,3000,SUB,22,Not in team,Right,1,High,Medium
225114,Mimoun Mahi,1900000,10000,SUB,11,Not in team,Right,1,Medium,Low
158810,Gökhan İnler,325000,7000,SUB,88,Not in team,Right,3,Medium,Medium
235740,Alberto Paleari,1400000,8000,GK,29,Not in team,Right,1,Medium,Medium
232156,Mathias Honsak,2500000,8000,SUB,18,Not in team,Left,1,High,Medium
228828,Rodrigo Tarín Higón,3000000,6000,SUB,15,Not in team,Right,1,Medium,Medium
255963,Ángel Cardozo Lucena,2000000,650,CM,15,Not in team,Right,1,Medium,Medium
235989,Norberto Briasco,2400000,10000,ST,29,Not in team,Right,1,Medium,Medium
248021,Iulian Cristea,1700000,9000,CB,17,Not in team,Right,1,Medium,High
198614,Raúl Rodríguez Navas,750000,6000,CB,16,Not in team,Right,1,Medium,Medium
200918,Christoph Knasmüllner,1600000,17000,SUB,8,Not in team,Right,1,Medium,Low
214998,Mauro Bogado,325000,5000,SUB,8,Not in team,Right,1,Medium,Medium
236758,Oliver Christensen,3100000,14000,SUB,32,Not in team,Right,1,Medium,Medium
204247,Kerim Frei,1700000,9000,LM,11,Not in team,Right,1,High,Low
239575,Gerzino Nyamsi,2200000,10000,SUB,22,Not in team,Right,1,Medium,Medium
189655,Zdeněk Ondrášek,1300000,4000,ST,13,Not in team,Right,1,High,Medium
208088,Sergi Samper Montañá,1900000,6000,CDM,6,Not in team,Right,1,Medium,Medium
229336,Anto Grgić,3200000,12000,CM,14,Not in team,Right,1,Medium,Medium
236760,Enrique Pérez Muñoz,2500000,6000,SUB,8,Not in team,Left,1,High,Low
244952,Vladimir Loroña,3400000,10000,RB,22,Not in team,Right,1,High,High
160217,Renato Verenas,550000,500,SUB,56,Not in team,Right,1,Medium,Medium
206042,Jacopo Dezi,1600000,12000,SUB,6,Not in team,Right,1,High,Medium
261082,Cristian Medina,3800000,5000,CM,36,Not in team,Right,1,Medium,Medium
189403,Nathan Baker,1300000,17000,SUB,17,Not in team,Left,1,Low,High
230233,Paolo Marco Leima Donatelo,1700000,12000,SUB,24,Not in team,Right,1,Medium,Medium
211033,Luis Manuel García,1400000,10000,GK,1,Not in team,Right,1,Medium,Medium
258648,Carlos Augusto Zopolato Neves,3400000,2000,LM,30,Not in team,Left,1,Medium,Medium
234578,Luis Reyes,1400000,21000,LWB,14,Not in team,Left,1,High,High
236369,Cédric Zesiger,3300000,8000,SUB,5,Not in team,Left,1,Low,Medium
236113,Jailson Pietro Oliva Chiamulera,1400000,17000,SUB,3,Not in team,Right,1,Medium,Medium
160081,Jordano Rozalas,325000,500,SUB,58,Not in team,Right,1,High,High
258128,Valentín Larralde,3500000,7000,RM,20,Not in team,Right,1,Medium,Low
243792,Iñigo Vicente Elorduy,3500000,13000,LM,10,Not in team,Right,1,Medium,Medium
209232,Ľubomír Šatka,1900000,6000,CB,37,Not in team,Right,1,Medium,Medium
203344,Thiago Galhardo Nascimento,1300000,14000,SUB,7,Not in team,Right,1,Medium,Medium
252239,Lucas González,3600000,6000,SUB,14,Not in team,Right,1,High,High
241487,Jesus Ferreira,3800000,4000,CAM,9,Not in team,Right,1,High,Medium
230991,Fabrice-Jean Picault,1500000,5000,LW,10,Not in team,Right,1,High,Medium
238924,Daniel Keita-Ruel,1300000,6000,ST,9,Not in team,Right,1,High,High
254028,Franklin Guerra,1300000,700,CB,15,Not in team,Right,1,Low,High
201549,Nemanja Nikolić,0,0,,,Hungary,Right,1,Medium,Low
224590,Jessy Benet,2100000,4000,SUB,21,Not in team,Left,1,High,Medium
228942,Dion Cools,1900000,13000,SUB,2,Not in team,Right,1,High,Medium
255566,Samuel Almeida Costa,3600000,5000,CDM,30,Not in team,Left,1,Medium,Medium
208719,Philipp Kühn,1100000,3000,GK,22,Not in team,Right,1,Medium,Medium
225106,Jorge Sáenz de Miera,3000000,14000,CB,21,Not in team,Right,1,Medium,High
239186,Aylton Filipe Boa Morte,1700000,6000,RW,77,Not in team,Right,1,High,Medium
245336,Max Kilman,3300000,29000,CB,23,Not in team,Left,1,Low,Medium
243538,Karlo Letica,1900000,8000,RES,43,Not in team,Right,1,Medium,Medium
242776,Koki Anzai,1900000,6000,SUB,2,Not in team,Right,1,High,Medium
231512,Lloyd Kelly,3300000,15000,CB,5,Not in team,Left,1,Medium,Medium
223064,Fabián Noguera,1600000,8000,CB,18,Not in team,Right,1,Medium,Medium
201304,Bashkim Kadrii,1600000,9000,ST,8,Not in team,Left,1,High,Medium
256343,Robson Alves de Barros,3000000,13000,RES,3,Not in team,Right,1,Low,Medium
241238,Jessy Deminguet,2500000,4000,CDM,8,Not in team,Left,1,Medium,Medium
236630,Walterson Silva,1900000,8000,RM,7,Not in team,Right,1,High,Medium
232278,Santiago Mosquera,1900000,10000,SUB,13,Not in team,Right,1,High,Low
230486,Paulo Bernard Alves Coelho,1800000,8000,CAM,30,Not in team,Right,1,High,Medium
200278,Santiago García,1000000,2000,SUB,2,Not in team,Left,1,Medium,Medium
183893,Claudio Yacob,800000,7000,CDM,8,Not in team,Right,2,Medium,High
239701,Romano Schmid,3600000,6000,LW,20,Not in team,Right,1,High,Medium
232789,Teruhito Nakagawa,1600000,8000,SUB,23,Not in team,Right,1,High,Medium
257876,Nicolas Seiwald,3500000,11000,CM,13,Not in team,Right,1,Medium,Medium
213332,Matheus Simoneti Bressaneli,1500000,5000,CB,4,Not in team,Right,1,Low,High
207956,Pelly-Ruddock Mpanzu,1800000,9000,CM,17,Not in team,Right,1,Medium,Medium
197971,Denis Alibec,1600000,9000,RES,77,Romania,Left,1,Medium,Low
160213,Juan Canderio,1600000,500,SUB,59,Not in team,Right,1,Medium,Medium
214485,Juan David Rodríguez,1600000,2000,RES,28,Not in team,Right,1,Medium,Medium
247106,Alexandro Bernabei,3700000,6000,LB,25,Not in team,Left,1,High,Medium
246070,Iván Jaime Pajuelo,3800000,5000,CAM,10,Not in team,Right,1,Medium,Medium
199738,Francisco Vélez Jiménez,1300000,500,CB,4,Not in team,Right,1,Medium,Medium
233529,Fernando Gaibor,1600000,700,SUB,13,Not in team,Right,1,Medium,Medium
167993,Vladimir Stojković,180000,6000,GK,88,Not in team,Right,2,Medium,Medium
226616,Jonathan Galván,1300000,8000,CB,34,Not in team,Right,1,High,High
204344,José Elber Pimentel da Silva,1600000,8000,RM,7,Not in team,Right,1,High,Medium
201528,Young Gwon Kim,1100000,7000,CB,19,Not in team,Left,1,Medium,High
260407,Elye Wahi,3400000,5000,SUB,21,Not in team,Right,1,High,Medium
226103,Sergio Akieme Rodríguez,3400000,5000,LB,15,Not in team,Left,1,Medium,Medium
255487,Sofiane Bendebka,1600000,17000,CM,28,Not in team,Right,1,High,Medium
223188,Şener Özbayraklı,1200000,18000,RES,19,Not in team,Right,1,Medium,Medium
221695,Godfred Donsah,2300000,7000,SUB,25,Not in team,Right,1,Medium,Medium
193278,Chris Mavinga,1300000,5000,SUB,23,Not in team,Left,1,Medium,Medium
230398,Elton Matheus Marques Paiva,1300000,14000,SUB,3,Not in team,Right,1,Medium,Medium
215294,Cristian Menéndez,1000000,8000,SUB,11,Not in team,Right,1,High,High
211966,Mahlon Romeo,1900000,8000,RB,15,Not in team,Right,1,High,Medium
208638,Roberto Antonio Correa Silva,1400000,7000,SUB,4,Not in team,Right,1,Medium,Medium
205054,Kal Naismith,1400000,8000,LB,4,Not in team,Left,1,High,Medium
224509,Ulises Rivas,2200000,12000,RES,16,Not in team,Right,1,Low,Medium
202810,Sean McDermott,1500000,2000,GK,1,Not in team,Right,1,Medium,Medium
159034,Steven Taylor,425000,2000,CB,27,Not in team,Right,1,Medium,High
228410,Daniel Iversen,1900000,26000,GK,12,Not in team,Right,1,Medium,Medium
199739,Josué Filipe Soares Pesqueira,1500000,6000,SUB,27,Not in team,Left,1,Low,Low
241474,Jón Dagur Þorsteinsson,2600000,9000,ST,17,Not in team,Right,1,Medium,Medium
258881,Obinna Nwobodo,3000000,7000,CDM,5,Not in team,Right,1,High,High
223553,Sérgio Henrique Francisco,525000,600,RES,10,Not in team,Right,1,High,Low
206145,Benjamin Uphoff,1500000,11000,SUB,1,Not in team,Right,1,Medium,Medium
237376,Juan José Nieto Zarzoso,1900000,6000,SUB,12,Not in team,Right,1,High,Low
227903,Maximiliano Romero,3600000,9000,SUB,20,Not in team,Right,1,Medium,Medium
199487,Alejandro Gálvez Jimena,1000000,5000,SUB,6,Not in team,Right,2,Medium,Medium
247870,Nail Umyarov,3400000,18000,SUB,54,Not in team,Right,1,Low,Medium
245054,Dong Kyung Lee,2400000,6000,SUB,14,Not in team,Left,1,Medium,Medium
242494,Elvir Koljić,2000000,10000,ST,19,Not in team,Right,1,Medium,Low
194365,Shinji Okazaki,675000,4000,SUB,16,Not in team,Right,2,Medium,Medium
206141,Kalifa Coulibaly,1600000,16000,SUB,7,Not in team,Right,1,Medium,High
204349,Ibrahim Šehić,800000,8000,GK,13,Not in team,Right,2,Medium,Medium
233532,Arlés Flores,1300000,500,CM,8,Not in team,Right,1,Medium,High
229692,Jannik Huth,1400000,7000,GK,21,Not in team,Right,1,Medium,Medium
230459,Tiago Nathan Pombeira Gesser,1900000,13000,CAM,26,Not in team,Left,1,Medium,Medium
230203,Daniel Clayton Branco Julião,1600000,13000,SUB,28,Not in team,Right,1,Medium,High
217085,Víctor García,1700000,6000,SUB,17,Not in team,Right,1,High,Medium
205565,Dave Bulthuis,1100000,6000,CB,4,Not in team,Left,1,Medium,Medium
248060,Valentin Mihăilă,2600000,14000,SUB,28,Not in team,Right,1,High,Medium
259788,Juan Portillo,3300000,5000,SUB,28,Not in team,Right,1,Medium,Medium
214990,Matías Catalán,1400000,10000,SUB,2,Not in team,Right,1,High,Low
223694,Erik Marxen,1300000,8000,CB,11,Not in team,Left,1,Medium,Medium
232654,Luis Malagón,3100000,5000,GK,1,Not in team,Right,1,Medium,Medium
184271,Younousse Sankharé,1300000,9000,SUB,13,Not in team,Left,2,Medium,Medium
201936,Jin Hyeon Kim,525000,4000,GK,21,Not in team,Right,1,Medium,Medium
222160,Youssouf Koné,1900000,25000,SUB,3,Not in team,Left,1,High,Medium
229584,Pascal Stenzel,1900000,13000,SUB,15,Not in team,Right,1,Medium,Medium
254928,Bartol Franjic,3400000,500,CB,38,Not in team,Left,1,Medium,High
263377,Liel Abada,3400000,18000,RW,11,Not in team,Right,1,High,Medium
210129,Gergő Lovrencsics,1100000,600,RB,26,Hungary,Right,1,High,Medium
204242,Mickaël Barreto,1500000,4000,RM,4,Not in team,Right,1,High,Medium
245714,Alejandro Blanco Sánchez,3600000,15000,RES,16,Not in team,Left,1,Medium,Medium
257234,Yanis Hamache,3400000,6000,LWB,25,Not in team,Left,1,High,Medium
198611,Nikola Đurđić,675000,2000,RW,40,Not in team,Right,1,Medium,High
202451,Luděk Pernica,1100000,600,SUB,4,Not in team,Right,1,High,Medium
235987,Iván Gómez,2300000,6000,CM,21,Not in team,Right,1,Medium,Medium
198868,Nicolas Isimat-Mirin,1300000,5000,SUB,5,Not in team,Right,1,Medium,Medium
192205,Rene Krhin,1100000,2000,CM,15,Not in team,Right,1,Low,High
246732,Aké Loba,3600000,5000,SUB,72,Not in team,Right,1,High,Low
223740,Iñigo Eguaras Álvarez,1600000,7000,CDM,16,Not in team,Right,1,Medium,Medium
226508,Greg Taylor,2400000,21000,SUB,3,Scotland,Left,1,Medium,Medium
217852,Kevin Molino,1300000,5000,SUB,9,Not in team,Right,1,High,Medium
215292,Martín Cauteruccio,775000,8000,ST,77,Not in team,Right,1,Medium,Medium
198908,Isaac Cofie,1400000,10000,CDM,5,Not in team,Right,1,Medium,Medium
244987,Milton Álvarez,800000,6000,SUB,13,Not in team,Left,1,Medium,Medium
239099,Ron Schallenberg,2400000,8000,CDM,8,Not in team,Right,1,Medium,High
230601,Cryzan Queiroz Barcelos,2400000,4000,RW,23,Not in team,Right,1,High,Medium
230857,Nuno Miguel da Costa Jóia,1600000,28000,SUB,7,Not in team,Right,1,Medium,Medium
239049,Okechukwu Azubuike,3000000,15000,SUB,24,Not in team,Right,1,Medium,High
243401,André Filipe Cunha Vidigal,3600000,6000,ST,7,Not in team,Right,1,Medium,Medium
248777,Jérémy Mellot,1700000,6000,RB,22,Not in team,Right,1,High,Medium
209610,José Juan Vázquez,975000,12000,CM,35,Not in team,Right,1,Medium,Medium
224970,Jean-Luc Dompé,1900000,8000,SUB,17,Not in team,Right,1,Medium,Low
227530,Damián Lemos,1100000,8000,SUB,24,Not in team,Right,1,Low,High
244938,Francisco Montero Rubio,2300000,17000,CB,4,Not in team,Left,1,Medium,Medium
236747,Luis González,1500000,2000,LM,10,Not in team,Right,1,High,Medium
239307,Robbie D'Haese,3200000,7000,RM,29,Not in team,Right,1,Medium,Medium
219852,Alex Ferrari,1800000,10000,SUB,25,Not in team,Right,1,Low,High
