ID,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating
204555,71,72,72,72,72,72,72,72,72,72,67,68,67,65,62,65,19
222987,69,69,69,69,69,69,72,72,72,72,72,72,72,72,70,72,19
233483,72,72,72,72,72,72,72,72,67,72,56,51,56,52,43,52,20
223756,72,68,69,69,69,68,71,70,72,70,71,72,71,71,73,71,21
246284,62,65,62,62,62,65,65,69,67,69,72,70,72,72,69,72,20
224013,71,72,71,71,71,72,73,73,69,73,66,64,66,64,61,64,20
252168,54,52,51,51,51,52,54,57,58,57,69,69,69,70,74,70,19
239373,75,70,72,72,72,70,74,73,72,73,65,67,65,64,65,64,18
206606,72,61,67,67,67,61,65,61,60,61,47,52,47,46,52,46,21
216334,73,70,71,71,71,70,73,73,74,73,71,71,71,70,68,70,20
222734,69,70,69,69,69,70,71,73,70,73,73,68,73,72,64,72,21
230414,68,71,69,69,69,71,70,72,63,72,58,49,58,54,41,54,18
199183,72,72,72,72,72,72,72,72,72,72,70,69,70,69,65,69,21
199439,72,70,72,72,72,70,72,72,71,72,59,60,59,56,54,56,19
223247,65,67,66,66,66,67,71,71,72,71,71,72,71,70,70,70,18
224271,72,72,72,72,72,72,72,72,69,72,61,56,61,58,48,58,17
194063,70,69,69,69,69,69,72,72,72,72,72,72,72,71,70,71,16
203024,61,65,65,65,65,65,71,68,72,68,69,72,69,67,68,67,21
230672,54,52,52,52,52,52,56,56,59,56,65,69,65,67,74,67,17
237840,67,68,68,68,68,68,72,72,74,72,71,72,71,69,66,69,18
251408,72,66,69,69,69,66,68,65,60,65,46,46,46,44,44,44,19
199689,72,71,71,71,71,71,72,72,68,72,61,59,61,59,56,59,21
228616,33,28,29,29,29,28,30,31,30,31,32,31,32,32,32,32,73
209937,67,68,67,67,67,68,68,70,68,70,72,69,72,72,70,72,20
198128,72,72,72,72,72,72,72,72,66,72,55,52,55,52,47,52,19
204523,68,69,70,70,70,69,72,70,72,70,65,70,65,64,66,64,19
176619,72,69,70,70,70,69,70,70,66,70,58,57,58,56,55,56,19
257771,65,69,67,67,67,69,70,72,70,72,73,71,73,72,68,72,20
200429,74,73,73,73,73,73,74,74,67,74,59,55,59,56,48,56,19
212205,70,71,70,70,70,71,72,73,67,73,58,54,58,54,46,54,19
226285,32,29,30,30,30,29,32,33,32,33,31,31,31,30,31,30,73
226797,69,71,70,70,70,71,72,72,72,72,69,68,69,67,64,67,21
244973,69,70,70,70,70,70,73,73,74,73,66,68,66,64,62,64,19
252909,71,70,71,71,71,70,74,73,73,73,67,67,67,65,62,65,20
204526,69,71,70,70,70,71,72,72,69,72,71,67,71,69,63,69,19
226798,64,61,62,62,62,61,65,65,70,65,70,72,70,70,72,70,20
205551,69,69,68,68,68,69,69,71,68,71,72,68,72,72,68,72,21
155887,64,64,64,64,64,64,68,68,72,68,70,72,70,69,68,69,21
192495,67,68,68,68,68,68,72,71,72,71,68,71,68,66,65,66,19
183280,58,49,51,51,51,49,55,54,60,54,63,70,63,65,72,65,14
230407,56,54,53,53,53,54,56,57,60,57,66,69,66,68,72,68,19
189680,66,68,67,67,67,68,70,71,70,71,72,72,72,72,72,72,19
233201,55,53,54,54,54,53,58,58,63,58,67,71,67,68,74,68,20
247793,71,72,71,71,71,72,75,74,74,74,70,72,70,69,69,69,19
192241,67,68,67,67,67,68,70,71,70,71,72,72,72,72,70,72,20
202994,72,72,71,71,71,72,72,72,68,72,68,64,68,67,63,67,18
212722,66,67,66,66,66,67,67,70,66,70,72,68,72,72,70,72,19
239090,63,60,60,60,60,60,62,63,65,63,71,71,71,72,74,72,18
214515,68,68,68,68,68,68,71,71,72,71,72,71,72,72,70,72,19
228595,69,67,68,68,68,67,71,71,74,71,73,74,73,73,73,73,18
199412,72,71,71,71,71,71,72,72,69,72,66,64,66,64,61,64,17
224756,71,73,72,72,72,73,75,75,74,75,72,71,72,71,68,71,18
181236,71,70,71,71,71,70,72,72,72,72,66,68,66,65,64,65,21
201223,70,69,70,70,70,69,72,72,72,72,72,72,72,72,72,72,17
223495,60,63,63,63,63,63,67,66,69,66,71,73,71,70,70,70,19
205585,58,61,60,60,60,61,66,65,71,65,69,72,69,68,69,68,20
215569,56,53,53,53,53,53,57,59,63,59,70,72,70,71,73,71,18
236393,74,70,71,71,71,70,71,71,64,71,52,49,52,48,44,48,18
199779,56,53,54,54,54,53,57,57,62,57,65,70,65,67,73,67,18
230495,72,65,69,69,69,65,70,65,64,65,45,48,45,42,43,42,19
179551,72,68,70,70,70,68,70,69,64,69,55,53,55,52,51,52,18
198240,65,64,63,63,63,64,66,68,69,68,72,71,72,72,69,72,19
223072,66,65,65,65,65,65,67,68,69,68,71,72,71,72,72,72,21
244832,74,69,71,71,71,69,71,69,64,69,51,50,51,49,45,49,17
254048,70,71,70,70,70,71,72,73,72,73,71,69,71,70,66,70,16
212321,59,59,59,59,59,59,64,64,69,64,70,73,70,69,73,69,19
238945,50,46,47,47,47,46,52,51,59,51,63,70,63,66,74,66,19
240225,23,19,21,21,21,19,25,23,27,23,21,26,21,21,27,21,73
221282,66,68,66,66,66,68,69,71,69,71,73,70,73,72,70,72,19
232546,72,72,71,71,71,72,72,72,69,72,60,57,60,57,51,57,20
233314,63,60,62,62,62,60,66,65,69,65,69,73,69,69,73,69,20
176994,29,24,26,26,26,24,28,28,29,28,27,30,27,27,28,27,72
242530,72,72,70,70,70,72,71,73,64,73,57,53,57,54,48,54,18
239358,29,24,26,26,26,24,30,28,32,28,24,29,24,25,26,25,73
259166,26,21,23,23,23,21,25,24,26,24,23,25,23,22,25,22,73
244068,49,48,48,48,48,48,54,53,60,53,64,70,64,67,74,67,20
199781,56,62,59,59,59,62,64,68,67,68,72,71,72,72,71,72,20
210533,67,64,65,65,65,64,68,67,72,67,70,72,70,69,72,69,20
221797,69,72,71,71,71,72,72,72,67,72,57,53,57,54,44,54,18
230501,72,69,70,70,70,69,69,69,63,69,53,50,53,51,47,51,22
234341,27,23,24,24,24,23,26,25,24,25,25,25,25,25,26,25,73
226662,61,62,61,61,61,62,65,68,68,68,72,71,72,72,72,72,19
192102,66,69,68,68,68,69,71,72,71,72,72,71,72,72,68,72,20
213095,72,65,69,69,69,65,67,65,61,65,51,53,51,49,54,49,19
230503,72,67,69,69,69,67,68,67,61,67,49,46,49,47,41,47,19
202088,70,72,71,71,71,72,72,72,67,72,61,57,61,57,52,57,16
215144,67,65,66,66,66,65,67,69,69,69,72,72,72,72,72,72,19
224104,69,70,69,69,69,70,70,72,70,72,72,70,72,72,70,72,20
182632,71,72,72,72,72,72,72,72,72,72,71,71,71,69,67,69,20
229215,69,72,71,71,71,72,72,72,72,72,61,61,61,57,51,57,19
245597,64,68,66,66,66,68,69,71,70,71,73,71,73,72,68,72,18
210450,56,53,55,55,55,53,59,57,66,57,67,73,67,67,73,67,17
189462,71,72,71,71,71,72,72,72,67,72,58,56,58,55,50,55,19
234514,62,64,63,63,63,64,66,68,70,68,72,72,72,72,72,72,19
251410,65,64,63,63,63,64,66,67,68,67,72,73,72,73,73,73,20
190738,72,72,72,72,72,72,72,72,69,72,62,60,62,60,56,60,23
219411,71,72,71,71,71,72,72,72,66,72,58,53,58,55,47,55,18
225555,69,68,68,68,68,68,71,71,71,71,72,72,72,72,72,72,19
234515,54,58,56,56,56,58,60,64,65,64,72,72,72,72,72,72,19
200212,31,25,28,28,28,25,31,30,34,30,30,36,30,30,35,30,72
203796,70,72,71,71,71,72,72,72,72,72,69,70,69,67,64,67,20
217620,59,55,54,54,54,55,56,60,61,60,69,70,69,70,73,70,21
230420,70,72,71,71,71,72,72,72,70,72,64,59,64,62,52,62,18
240916,67,66,66,66,66,66,69,70,72,70,73,73,73,72,72,72,18
186132,69,68,69,69,69,68,72,70,72,70,69,72,69,69,71,69,19
243989,70,63,66,66,66,63,68,67,71,67,68,72,68,68,72,68,19
215062,72,67,69,69,69,67,67,68,61,68,55,51,55,53,51,53,20
239127,67,68,67,67,67,68,69,71,68,71,72,70,72,72,70,72,18
241501,63,69,67,67,67,69,71,72,68,72,60,56,60,57,45,57,20
231448,69,72,71,71,71,72,73,74,67,74,60,55,60,56,46,56,20
205081,72,72,72,72,72,72,72,72,70,72,60,60,60,57,53,57,18
207897,66,64,63,63,63,64,66,67,68,67,72,72,72,72,72,72,19
230681,66,66,65,65,65,66,67,70,68,70,72,70,72,72,71,72,19
199000,63,56,57,57,57,56,59,60,63,60,69,71,69,71,72,71,19
207960,70,71,71,71,71,71,72,72,67,72,60,56,60,57,49,57,20
205401,72,72,72,72,72,72,72,72,69,72,58,56,58,55,48,55,18
222553,58,55,56,56,56,55,59,61,64,61,70,72,70,71,72,71,19
201818,70,72,70,70,70,72,72,72,65,72,57,50,57,54,43,54,20
253274,68,72,70,70,70,72,72,72,66,72,61,57,61,58,51,58,17
206171,69,66,68,68,68,66,70,69,72,69,71,72,71,71,72,71,19
234843,58,59,57,57,57,59,58,63,61,63,72,70,72,74,74,74,20
193884,72,71,71,71,71,71,72,72,72,72,72,72,72,72,69,72,17
238941,63,63,61,61,61,63,63,66,65,66,72,69,72,72,71,72,19
237566,72,71,71,71,71,71,73,73,73,73,73,73,73,72,71,72,20
211626,71,71,70,70,70,71,72,72,70,72,64,62,64,62,56,62,18
241406,63,66,65,65,65,66,69,71,72,71,73,73,73,73,71,73,17
168354,31,28,30,30,30,28,35,32,35,32,27,31,27,26,28,26,72
204193,58,60,59,59,59,60,64,64,68,64,70,73,70,70,72,70,20
205985,72,66,69,69,69,66,70,68,67,68,53,57,53,51,54,51,21
229793,74,68,70,70,70,68,69,68,61,68,49,48,49,46,46,46,18
193185,68,68,67,67,67,68,68,70,68,70,72,69,72,71,69,71,18
201122,61,59,59,59,59,59,61,62,64,62,70,70,70,71,73,71,16
223138,58,52,55,55,55,52,58,56,64,56,65,72,65,66,74,66,20
234914,64,67,66,66,66,67,70,70,72,70,73,73,73,72,69,72,16
221600,56,53,54,54,54,53,57,58,62,58,66,70,66,67,74,67,18
240034,56,52,54,54,54,52,57,56,62,56,65,71,65,67,72,67,18
187298,57,51,53,53,53,51,55,55,60,55,65,70,65,66,72,66,20
193186,33,31,33,33,33,31,35,34,34,34,30,31,30,30,29,30,72
187043,69,70,70,70,70,70,72,72,72,72,72,72,72,71,70,71,20
221860,59,59,60,60,60,59,64,63,67,63,68,73,68,68,71,68,19
223652,70,71,71,71,71,71,74,74,74,74,69,68,69,68,63,68,18
223136,70,72,70,70,70,72,71,72,67,72,70,65,70,69,63,69,18
241823,58,63,60,60,60,63,64,68,66,68,72,70,72,72,70,72,19
231588,56,61,58,58,58,61,60,65,60,65,72,66,72,72,69,72,20
215965,74,66,69,69,69,66,67,68,60,68,50,48,50,48,45,48,20
211354,73,71,72,72,72,71,73,72,73,72,70,73,70,70,72,70,19
205212,67,72,71,71,71,72,72,72,66,72,58,55,58,54,46,54,18
207516,72,67,70,70,70,67,68,66,60,66,50,48,50,48,46,48,20
233372,66,72,69,69,69,72,72,73,67,73,62,58,62,60,50,60,20
181404,53,47,49,49,49,47,52,52,59,52,63,68,63,65,72,65,19
192156,65,66,65,65,65,66,68,68,69,68,72,71,72,72,72,72,20
176285,56,44,49,49,49,44,50,46,53,46,57,65,57,61,72,61,21
205215,51,47,49,49,49,47,53,55,61,55,66,71,66,67,72,67,21
253341,53,50,50,50,50,50,54,55,60,55,66,71,66,68,73,68,21
205726,65,69,68,68,68,69,72,72,72,72,69,70,69,67,63,67,20
231070,71,69,68,68,68,69,70,72,71,72,72,69,72,72,68,72,18
189342,28,25,26,26,26,25,28,28,28,28,27,29,27,27,28,27,72
200607,52,50,50,50,50,50,54,56,61,56,67,71,67,69,72,69,19
201887,70,72,72,72,72,72,72,72,72,72,68,67,68,66,60,66,20
230564,67,72,70,70,70,72,74,74,74,74,73,72,73,72,66,72,20
216229,72,70,71,71,71,70,72,72,70,72,59,60,59,56,55,56,17
209485,69,70,70,70,70,70,72,72,72,72,68,68,68,66,61,66,20
234570,70,72,71,71,71,72,72,73,65,73,57,52,57,54,45,54,18
216391,73,73,73,73,73,73,73,73,66,73,53,48,53,50,40,50,19
190535,66,68,68,68,68,68,72,70,72,70,63,67,63,61,59,61,19
231240,69,73,72,72,72,73,73,73,65,73,56,51,56,53,44,53,18
233800,62,65,63,63,63,65,65,69,66,69,73,69,73,72,69,72,19
228681,50,49,47,47,47,49,50,53,54,53,65,67,65,67,74,67,19
230218,53,49,50,50,50,49,54,52,60,52,63,70,63,65,72,65,18
237642,59,64,62,62,62,64,66,70,68,70,73,71,73,72,70,72,19
243014,74,74,73,73,73,74,75,75,69,75,61,57,61,58,50,58,21
240970,68,69,69,69,69,69,73,73,74,73,70,71,70,69,66,69,16
208459,61,62,61,61,61,62,63,67,67,67,72,72,72,72,72,72,20
228171,71,72,70,70,70,72,72,73,69,73,66,63,66,64,59,64,19
192587,72,69,71,71,71,69,72,72,72,72,72,72,72,72,72,72,20
199244,55,52,52,52,52,52,56,56,61,56,66,70,66,68,72,68,21
228684,57,62,58,58,58,62,61,66,62,66,72,68,72,72,71,72,19
211527,70,71,70,70,70,71,72,72,68,72,59,57,59,56,50,56,21
234054,25,20,22,22,22,20,23,24,24,24,23,25,23,23,25,23,72
152997,72,70,72,72,72,70,72,71,69,71,56,57,56,54,53,54,22
240963,72,65,68,68,68,65,66,65,60,65,53,52,53,52,53,52,18
229541,33,28,29,29,29,28,31,32,31,32,31,32,31,30,31,30,73
212035,72,72,70,70,70,72,70,72,64,72,60,54,60,58,49,58,20
220739,67,71,70,70,70,71,73,73,70,73,59,56,59,55,46,55,19
156483,35,32,34,34,34,32,37,36,37,36,32,35,32,31,33,31,72
228419,51,45,46,46,46,45,48,50,55,50,64,69,64,66,74,66,22
229699,69,71,71,71,71,71,74,73,71,73,62,61,62,59,53,59,16
189508,68,68,69,69,69,68,72,70,72,70,58,63,58,54,54,54,20
222022,66,69,67,67,67,69,69,72,68,72,73,69,73,72,68,72,19
193860,70,70,69,69,69,70,72,72,72,72,72,71,72,71,68,71,23
213573,32,30,31,31,31,30,34,34,36,34,31,34,31,30,30,30,73
187205,65,65,65,65,65,65,67,68,69,68,72,72,72,72,72,72,18
196934,69,72,71,71,71,72,72,72,72,72,68,69,68,66,63,66,19
206662,50,46,47,47,47,46,53,52,62,52,64,72,64,65,72,65,20
209990,30,23,25,25,25,23,25,26,25,26,26,27,26,26,28,26,73
197786,59,59,58,58,58,59,61,64,65,64,72,72,72,72,72,72,21
261529,69,68,69,69,69,68,72,72,74,72,71,73,71,71,69,71,19
244377,48,42,43,43,43,42,47,48,55,48,63,69,63,65,74,65,20
241976,29,27,28,28,28,27,31,30,30,30,26,28,26,26,27,26,73
193337,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,21
223033,52,52,52,52,52,52,56,57,62,57,67,72,67,69,74,69,19
222521,51,45,46,46,46,45,48,49,53,49,62,66,62,65,72,65,21
221753,65,64,64,64,64,64,66,67,69,67,72,73,72,72,73,72,20
185144,72,65,69,69,69,65,67,64,59,64,46,46,46,44,43,44,21
244280,65,64,65,65,65,64,69,68,73,68,69,73,69,68,70,68,18
238392,63,64,64,64,64,64,68,68,71,68,72,73,72,71,71,71,19
235834,66,69,67,67,67,69,70,73,71,73,74,72,74,74,69,74,18
207928,72,71,72,72,72,71,72,72,72,72,66,67,66,64,62,64,20
197688,67,68,67,67,67,68,70,71,71,71,72,72,72,72,70,72,17
193847,63,58,61,61,61,58,65,63,72,63,68,72,68,69,72,69,19
258615,71,72,72,72,72,72,75,74,74,74,68,69,68,67,64,67,19
186935,69,67,68,68,68,67,71,70,72,70,70,72,70,69,72,69,22
251191,70,73,71,71,71,73,72,73,63,73,55,48,55,52,41,52,20
198970,57,51,53,53,53,51,56,56,63,56,67,72,67,69,72,69,19
229179,72,72,71,71,71,72,72,72,65,72,57,54,57,54,50,54,17
235161,74,71,73,73,73,71,73,72,66,72,52,50,52,49,44,49,18
211009,58,56,55,55,55,56,58,59,62,59,68,69,68,69,74,69,17
258370,64,64,64,64,64,64,68,67,71,67,71,74,71,72,74,72,18
245058,70,71,71,71,71,71,74,73,74,73,72,72,72,71,68,71,19
232514,72,72,72,72,72,72,72,72,70,72,61,59,61,59,55,59,18
230466,69,70,70,70,70,70,72,72,71,72,54,54,54,49,41,49,20
221250,60,62,61,61,61,62,67,66,70,66,70,72,70,69,70,69,17
240193,68,69,69,69,69,69,73,72,74,72,70,72,70,69,67,69,20
230464,67,71,70,70,70,71,72,71,70,71,57,58,57,54,50,54,20
229435,74,70,72,72,72,70,74,71,70,71,59,59,59,57,55,57,20
199231,67,67,65,65,65,67,66,69,65,69,72,69,72,72,70,72,19
230718,55,55,52,52,52,55,53,59,55,59,71,67,71,72,72,72,17
192317,31,27,29,29,29,27,32,31,32,31,29,31,29,29,27,29,73
230461,68,72,71,71,71,72,72,72,72,72,62,60,62,59,51,59,19
179516,72,66,69,69,69,66,68,67,64,67,56,56,56,54,54,54,21
204092,33,30,31,31,31,30,34,33,34,33,30,33,30,29,31,29,73
239671,72,72,71,71,71,72,72,73,68,73,61,59,61,58,54,58,18
228151,63,67,66,66,66,67,70,71,73,71,73,73,73,72,69,72,19
213815,74,68,70,70,70,68,68,68,60,68,53,50,53,52,50,52,20
221488,70,66,67,67,67,66,69,70,72,70,72,72,72,72,72,72,28
183346,71,68,68,68,68,68,71,71,72,71,71,72,71,71,71,71,21
242737,67,71,70,70,70,71,72,72,72,72,64,66,64,60,56,60,17
227633,71,72,72,72,72,72,73,74,70,74,66,64,66,64,59,64,19
215089,65,65,66,66,66,65,69,69,72,69,69,72,69,69,72,69,17
199729,72,72,72,72,72,72,72,72,68,72,63,61,63,61,59,61,18
193584,72,69,71,71,71,69,71,71,68,71,58,59,58,55,55,55,19
204334,28,24,25,25,25,24,26,27,26,27,27,27,27,27,28,27,72
212023,72,67,70,70,70,67,71,69,68,69,54,57,54,52,53,52,23
215703,59,57,57,57,57,57,61,61,65,61,68,72,68,69,74,69,20
244376,66,67,69,69,69,67,74,69,74,69,68,73,68,67,67,67,21
198553,63,66,64,64,64,66,67,70,68,70,72,70,72,72,70,72,19
214937,66,69,67,67,67,69,70,72,70,72,73,70,73,72,69,72,20
223641,53,48,50,50,50,48,54,54,61,54,65,71,65,67,74,67,22
228505,33,31,32,32,32,31,35,34,34,34,32,32,32,32,31,32,73
184626,61,54,55,55,55,54,57,59,63,59,66,70,66,67,72,67,18
196916,66,64,65,65,65,64,69,69,72,69,70,72,70,69,71,69,19
215604,64,64,63,63,63,64,65,67,67,67,72,70,72,72,71,72,18
223284,60,61,59,59,59,61,63,65,66,65,71,72,71,71,72,71,21
226356,69,71,69,69,69,71,71,73,70,73,73,70,73,72,70,72,20
230452,60,60,60,60,60,60,64,65,67,65,70,72,70,71,72,71,19
230708,47,43,43,43,43,43,46,50,54,50,65,68,65,68,74,68,19
193844,71,72,71,71,71,72,72,72,72,72,66,66,66,64,61,64,22
205365,70,72,71,71,71,72,72,72,68,72,59,56,59,56,48,56,19
213813,69,69,69,69,69,69,72,72,73,72,72,73,72,71,71,71,19
165429,72,70,71,71,71,70,71,71,66,71,58,57,58,56,54,56,19
231733,69,72,71,71,71,72,74,73,69,73,61,58,61,58,48,58,17
192565,68,72,71,71,71,72,72,72,71,72,59,57,59,54,45,54,21
213302,70,72,70,70,70,72,72,72,65,72,57,52,57,54,45,54,20
223231,72,72,72,72,72,72,72,72,72,72,67,65,67,65,58,65,19
242998,74,67,70,70,70,67,70,70,66,70,55,56,55,52,52,52,18
198455,68,68,68,68,68,68,70,71,71,71,72,70,72,72,69,72,23
230988,70,70,71,71,71,70,74,72,74,72,68,70,68,66,64,66,18
245062,59,58,56,56,56,58,58,62,61,62,71,68,71,72,72,72,19
212045,70,70,69,69,69,70,71,73,72,73,73,71,73,72,68,72,20
230441,61,62,61,61,61,62,63,67,67,67,72,72,72,72,72,72,17
212226,67,69,69,69,69,69,72,72,72,72,70,71,70,68,65,68,20
257025,67,72,70,70,70,72,72,72,63,72,51,45,51,46,35,46,19
236033,27,24,26,26,26,24,30,29,32,29,26,29,26,25,25,25,73
198145,72,70,72,72,72,70,72,71,65,71,54,51,54,52,45,52,21
169216,72,72,72,72,72,72,71,72,64,72,58,54,58,55,52,55,20
230477,72,72,71,71,71,72,72,72,70,72,66,64,66,65,62,65,21
241708,52,51,50,50,50,51,55,56,60,56,66,71,66,68,74,68,17
230188,63,63,61,61,61,63,63,67,64,67,72,69,72,72,71,72,18
228908,70,72,70,70,70,72,72,72,72,72,67,66,67,65,60,65,21
221740,74,67,70,70,70,67,70,69,66,69,55,57,55,52,54,52,20
190507,51,46,47,47,47,46,50,50,57,50,63,69,63,65,72,65,16
212778,57,56,56,56,56,56,60,62,64,62,68,71,68,69,72,69,21
200746,70,68,70,70,70,68,72,70,73,70,71,73,71,71,72,71,18
230185,31,28,30,30,30,28,34,31,34,31,29,32,29,29,31,29,72
239106,66,68,66,66,66,68,68,70,67,70,72,69,72,72,68,72,18
223017,70,71,70,70,70,71,72,72,71,72,72,70,72,72,68,72,20
210985,67,69,69,69,69,69,72,72,72,72,72,70,72,71,64,71,19
220968,74,70,72,72,72,70,74,72,74,72,68,71,68,67,70,67,17
219688,56,51,52,52,52,51,55,56,61,56,66,70,66,68,72,68,20
234791,55,56,53,53,53,56,57,62,62,62,72,72,72,73,74,73,17
215079,69,68,69,69,69,68,72,71,72,71,71,72,71,70,72,70,20
193062,71,71,71,71,71,71,72,72,72,72,72,72,72,72,72,72,21
226086,71,72,72,72,72,72,72,72,69,72,64,62,64,62,56,62,20
186405,72,69,71,71,71,69,72,71,69,71,60,61,60,58,58,58,18
242725,74,70,71,71,71,70,74,72,74,72,69,72,69,68,71,68,18
230181,63,64,63,63,63,64,65,68,66,68,72,69,72,72,69,72,20
228645,71,70,70,70,70,70,73,73,73,73,70,70,70,68,65,68,22
195620,72,72,72,72,72,72,72,72,69,72,65,62,65,63,59,63,20
233730,74,66,67,67,67,66,65,67,61,67,60,57,60,60,62,60,17
239875,60,63,61,61,61,63,64,67,65,67,72,69,72,72,70,72,19
237604,56,54,55,55,55,54,58,59,61,59,68,70,68,69,74,69,18
236038,61,64,60,60,60,64,62,67,61,67,71,67,71,72,70,72,18
253695,63,57,60,60,60,57,62,61,66,61,66,72,66,68,74,68,20
206506,68,69,69,69,69,69,72,72,72,72,72,72,72,70,68,70,18
239272,29,25,28,28,28,25,32,30,33,30,27,31,27,26,29,26,73
235432,63,61,62,62,62,61,66,66,70,66,69,73,69,70,72,70,18
246183,68,71,69,69,69,71,71,73,70,73,73,69,73,72,67,72,19
226215,72,70,71,71,71,70,71,71,68,71,62,60,62,61,60,61,19
209063,52,46,48,48,48,46,51,52,58,52,65,70,65,68,72,68,18
203431,70,72,71,71,71,72,72,72,69,72,60,60,60,55,51,55,20
202151,64,64,62,62,62,64,65,67,66,67,72,72,72,72,71,72,19
229542,28,23,26,26,26,23,27,26,27,26,24,26,24,24,25,24,73
223654,63,60,61,61,61,60,63,64,67,64,72,73,72,73,75,73,18
205478,72,68,70,70,70,68,70,68,62,68,50,50,50,48,48,48,19
246790,69,71,70,70,70,71,72,72,68,72,62,58,62,59,51,59,19
228614,69,71,69,69,69,71,70,73,67,73,68,63,68,67,59,67,17
251139,68,70,69,69,69,70,72,72,72,72,72,72,72,70,69,70,19
222982,61,60,61,61,61,60,65,65,70,65,69,73,69,69,71,69,18
212230,68,72,71,71,71,72,72,72,68,72,57,55,57,53,46,53,18
206086,62,63,61,61,61,63,63,67,65,67,72,68,72,71,68,71,21
194053,58,46,50,50,50,46,49,49,55,49,61,66,61,64,72,64,18
245253,64,68,68,68,68,68,72,72,74,72,73,74,73,72,68,72,18
229637,30,25,26,26,26,25,28,29,28,29,29,29,29,29,29,29,73
217605,70,67,69,69,69,67,71,70,72,70,71,72,71,71,72,71,19
216325,33,30,32,32,32,30,35,34,36,34,30,33,30,30,31,30,73
211461,72,66,69,69,69,66,68,67,63,67,52,52,52,49,50,49,20
206085,69,72,70,70,70,72,72,73,70,73,70,67,70,68,63,68,20
258308,49,55,50,50,50,55,54,60,56,60,71,64,71,72,66,72,18
207876,70,69,68,68,68,69,69,72,68,72,72,69,72,72,70,72,20
186115,67,69,68,68,68,69,70,71,71,71,72,72,72,72,72,72,19
253220,65,67,65,65,65,67,68,70,69,70,72,70,72,71,69,71,19
222464,33,31,31,31,31,31,34,35,34,35,32,33,32,32,30,32,73
235812,72,68,70,70,70,68,70,68,65,68,54,55,54,52,53,52,18
230483,69,72,71,71,71,72,72,72,69,72,59,55,59,54,46,54,20
192537,70,72,71,71,71,72,72,72,68,72,59,55,59,55,47,55,19
184089,68,72,71,71,71,72,72,72,68,72,56,54,56,52,44,52,19
232729,72,68,70,70,70,68,69,69,64,69,58,58,58,57,57,57,19
232869,57,53,53,53,53,53,56,58,60,58,68,71,68,70,73,70,19
196952,61,62,61,61,61,62,64,67,68,67,72,72,72,72,72,72,21
195671,72,65,68,68,68,65,68,65,63,65,51,53,51,49,52,49,19
251990,64,72,69,69,69,72,74,75,70,75,59,56,59,55,43,55,16
241750,70,72,71,71,71,72,73,73,69,73,58,56,58,55,47,55,17
213846,58,59,57,57,57,59,61,64,65,64,71,72,71,72,72,72,19
254548,63,67,65,65,65,67,67,70,67,70,73,70,73,72,70,72,19
253012,34,32,33,33,33,32,36,35,37,35,35,37,35,35,36,35,73
185172,28,25,27,27,27,25,30,28,30,28,26,28,26,25,26,25,72
139860,57,53,54,54,54,53,57,57,62,57,66,70,66,68,72,68,19
143699,70,69,69,69,69,69,72,72,72,72,72,72,72,72,72,72,19
205594,72,68,70,70,70,68,72,71,72,71,72,72,72,72,72,72,20
201043,68,71,70,70,70,71,72,72,72,72,72,72,72,72,70,72,17
222546,27,23,25,25,25,23,27,27,26,27,25,25,25,25,24,25,73
183632,70,67,67,67,67,67,70,69,72,69,71,72,71,71,72,71,19
246608,68,71,70,70,70,71,73,73,71,73,66,64,66,64,57,64,18
234832,59,60,58,58,58,60,61,65,64,65,72,70,72,72,73,72,19
219984,69,71,70,70,70,71,73,73,71,73,65,63,65,63,58,63,18
234319,66,66,66,66,66,66,69,70,71,70,72,73,72,72,72,72,19
256035,69,72,70,70,70,72,72,72,63,72,56,50,56,52,44,52,19
246606,62,66,64,64,64,66,66,69,66,69,72,67,72,72,66,72,17
239950,67,67,68,68,68,67,72,71,75,71,70,73,70,69,69,69,21
230222,64,60,61,61,61,60,64,63,67,63,69,72,69,70,72,70,18
225614,66,71,70,70,70,71,75,74,74,74,69,70,69,67,62,67,19
213582,72,70,71,71,71,70,72,72,70,72,56,57,56,52,49,52,19
258585,25,23,24,24,24,23,27,27,27,27,24,25,24,24,22,24,73
193870,31,26,27,27,27,26,28,28,27,28,27,27,27,27,28,27,72
213530,59,61,60,60,60,61,65,66,68,66,71,72,71,70,72,70,19
256287,74,74,73,73,73,74,75,74,68,74,57,56,57,55,50,55,18
229155,66,67,66,66,66,67,70,71,72,71,73,73,73,72,71,72,18
229658,70,70,69,69,69,70,70,72,67,72,64,61,64,63,59,63,18
215331,64,65,64,64,64,65,67,69,70,69,72,72,72,72,71,72,18
230434,65,66,65,65,65,66,69,69,71,69,72,72,72,72,72,72,19
244257,74,72,72,72,72,72,73,73,67,73,58,57,58,56,52,56,20
235553,50,42,45,45,45,42,48,49,56,49,61,69,61,64,73,64,18
235297,74,72,72,72,72,72,74,75,74,75,73,73,73,72,71,72,18
232225,74,63,67,67,67,63,65,64,60,64,52,52,52,51,53,51,17
230433,72,65,70,70,70,65,71,68,68,68,49,54,49,47,46,47,19
